ID	CT18	CT20	CT22	CT24	CT26	CT28	CT30	CT32	CT34	CT36	CT38	CT40	CT42	CT44	CT46	CT48	CT50	CT52	CT54	CT56	CT58	CT60	CT62	CT64
ENSMUSG00000027523	3090	3166.3	3420.7	3141.1	3383.7	3094.9	3418.1	3268.6	3283.4	2991.5	3130.5	3257.5	3091.7	3026.2	3171.8	3293	3465.8	3099.8	3189.8	3295.9	3218.5	3204	3173.3	3131.8
ENSMUSG00000027669	282.4	319.6	320.1	284.3	355.8	317.9	293.7	294.6	237.4	224.9	274.7	269.9	283	298.8	312.1	268.1	286.6	290.2	314.1	284.1	308.4	294.8	314.5	311.7
ENSMUSG00000028957	581.6	386.2	257.8	205.4	298.4	312.4	393.8	556.5	722.8	789.7	888.8	769	492.5	300	233.3	257.1	240.1	391.3	631.8	601	807.8	804.6	834.6	692.9
ENSMUSG00000029064	4775.3	5239.7	5111.3	4988.8	4991.9	5275.1	5436.2	5503.3	4997.4	4666	4843	5065.4	5145.8	4672.2	5110.2	4855.7	5033.6	5304	5223.8	5230.3	5163.3	5283.5	5381.8	4910.9
ENSMUSG00000029334	40.4	40.6	41.7	39.2	37.6	41.4	39.1	41	40.8	45.4	46.3	36.2	41.8	45.2	40.3	36.3	41.9	40.9	38.2	39.1	41.5	39.7	37.5	40
ENSMUSG00000029361	92.6	108.5	102.8	101.9	77.3	87.3	80.1	86.7	89.7	87.1	89.2	85.2	108.8	114.8	104.6	100.6	82.7	85.8	79.8	85.9	81.8	75	76.2	71.5
ENSMUSG00000029663	37.7	31.9	33	38.7	32.9	36.8	40.8	35.3	38.2	35.5	38.8	37.2	33.6	34.6	35.2	34.8	42.2	38.1	38	37.5	40.8	37.7	35.3	46.5
ENSMUSG00000029713	1294	1352.8	1456.3	1318.1	1521.2	1548.8	1514.6	1555	1541.1	1353.8	1579.3	1489.8	1368.5	1252.5	1389.7	1422.7	1477.2	1450.6	1638.8	1411	1679.4	1526.7	1551	1315.7
ENSMUSG00000029778	187.7	203	207.2	212.8	246.4	224.2	173.8	200.9	188.4	183.1	201.8	194.5	202.5	176.8	205.8	186.6	166.7	245.2	218.4	193.8	224.6	230.8	250.4	213.1
ENSMUSG00000030102	1068.1	984	980.1	900.9	1016.7	892.6	845.5	849.4	832.3	920.5	978.6	1169.4	935.6	875	809.7	878.4	882.6	887	862.4	834.1	909.6	966.4	1055	972.8
ENSMUSG00000030209	48.8	42	44.7	44.6	44.7	37.7	42	40.1	54.5	43.8	46.2	45.1	45	41.4	44.8	41.9	60	44.9	38.5	43	45.9	48.6	44.3	46.5
ENSMUSG00000030592	1144.3	1146.7	1182.1	1201.2	180.3	130.2	398.4	538.5	442	75.7	413.3	244.5	1530	1835.1	1549.2	886.2	460.1	428.1	592.4	739.7	95	79.5	87.4	82.7
ENSMUSG00000031659	164.6	179.1	164	153.3	147.2	174.7	127.3	148.5	146.8	147.2	143.2	150.3	161.7	186.8	194.4	142.7	166.3	136.2	124.6	148.9	173.1	148.9	152.9	139.6
ENSMUSG00000031748	597.4	562.9	593.1	523.8	608.1	611.1	597.8	609.6	609.4	591.4	616.9	746.7	489.7	465.6	518.3	537.5	507.9	617.2	635.4	522.4	620.9	617.4	632.4	643.7
ENSMUSG00000032034	39.1	42.9	45.9	51.6	43	47.5	39.5	41	45.3	48.7	43.3	41.7	47.2	44.7	41.4	36.7	42.4	40.9	40.1	42.1	46.7	39.7	38.3	45.9
ENSMUSG00000032192	343.6	324.9	317.6	302.8	319.1	327.7	338.7	333.4	299.1	277.1	322.1	295	354	369.4	360.6	340.6	316.8	293.8	287.1	263.3	299.3	301	375.9	292.7
ENSMUSG00000032246	49	47.6	42.2	46.3	41.2	46.6	45.6	40.9	41.6	47.7	50.1	42.8	54.5	44	44.5	43.9	47.1	42.7	42.7	42.3	45.8	40.8	40	50.5
ENSMUSG00000032562	1487.4	1689.9	1834.6	1588.9	1847.8	1952.2	1776.8	2071.1	1867.3	1600.3	1696.1	1742.8	1782.9	1655.3	1836.8	1605.8	1679	1810	1853	1904.7	2017.1	2053.6	1945.2	1731.9
ENSMUSG00000032766	119.3	127.3	133.5	148.4	150.9	151.5	143.4	139.2	120.4	113.5	127.1	149.7	120.6	144.8	128.2	160.2	146.1	148.7	107.9	125.3	125.7	140.7	163.3	141.5
ENSMUSG00000033765	59.3	58.9	52.4	56.7	62.1	58.9	52.5	57.4	63.4	62.6	65.4	55.9	56.4	54	71.2	59.6	58	57.6	56.4	53.2	58.1	50.2	59.3	59
ENSMUSG00000033981	23.2	20.5	20.9	24	24.3	27.7	24.4	22.3	23.7	24.2	29.2	26.5	23.9	24.9	21.7	23.6	25.9	24.8	25.3	28.2	25.5	23.7	23.3	29.1
ENSMUSG00000036402	2623.1	2544.9	2529	2589	2727.7	2839.2	2500.8	2564.2	2446.6	2507.7	2607.5	2685.3	2567.5	2436.3	2663.8	2519.8	2609.9	2852.2	2731.7	2478	2674.7	2782.1	2929.6	2868.7
ENSMUSG00000036438	758.2	698.2	743.6	754.8	748.7	738	679.2	667	621.3	621.1	721.9	743.4	826.6	766.5	727.1	749.8	654.8	649	620.5	717.3	678	679.4	666.7	695
ENSMUSG00000036438	901.8	900.3	876.5	887.8	952.2	927.7	828.7	862.3	749.7	813.3	945.4	873.3	1058	1030.9	881.3	890	870.5	812.6	776.3	818.4	941.8	973.6	1005.2	897.4
ENSMUSG00000038026	48.2	47.5	50.8	49.9	44.1	47.1	44.4	45	47.8	44.2	52	52.8	44.5	41.8	44.6	47.8	51	48.7	51	41.6	47.2	49.5	53.3	46.4
ENSMUSG00000038473	141.8	151.6	160.7	156.8	154.1	139.4	145.2	133.8	155	125.9	143.8	135.1	156.7	135.8	149.9	158.1	155.3	145.1	176.6	169.8	148.1	145.1	140.2	127.4
ENSMUSG00000038811	229.5	264	272.4	259.5	318.1	320.3	318	275.9	291.4	262.2	251.5	280.3	217.3	227.7	214.6	286	265.8	289	282.4	307.5	305	268.1	272.3	289.9
ENSMUSG00000039943	977.2	985.7	1097.6	861.9	1026.8	976.2	896.2	939.5	976.9	986.7	1052.7	1072.5	996.1	955.6	919	901.8	890.9	931.6	1011.7	893.1	996	1136.7	1099.8	1019.8
ENSMUSG00000040061	66.7	65	66	62.2	60.2	69.6	58.3	58.8	58	59.7	60.2	59.5	56.9	66.4	60.9	56	59.4	56.2	60.8	59.5	55.6	62	76.9	59.8
ENSMUSG00000041624	254.3	291.2	246.4	259.1	246.9	276.4	266.5	280.6	250.4	227.7	260	285	276.5	270.2	238.2	260	233.6	276.4	261.2	246.1	260.3	272	311.7	289.2
ENSMUSG00000042644	154.4	170.4	169.1	166.1	170.1	186.7	177.8	183.8	178.1	175.5	174.6	170	168.7	148.2	188.1	162.7	158.7	184.1	182	173.2	177.4	171.9	163.2	163.3
ENSMUSG00000043301	27.2	25.9	26.1	27.6	27.5	25.9	25.1	26.1	27.3	27.4	30.6	26.7	26.7	25.9	28.1	25.6	27.4	26.4	28.5	26.3	25.7	25.7	25.6	27.7
ENSMUSG00000048240	271.9	266.3	256	243.4	285.7	291.1	275.7	302.2	310.7	271.8	324.9	269.2	275.4	259.1	287.9	236.5	322.7	263.6	268.9	222.8	317.6	318.1	335.7	301.1
ENSMUSG00000049892	624.2	581.6	714.4	625.6	930.8	715.1	578	722.9	723.2	556.1	1036	857.9	805.8	440.5	804.6	695.2	462.5	654.7	942.2	891.2	833.1	697.7	1103.5	975.1
ENSMUSG00000050901	46	47.2	55.4	53.8	47.5	51.8	47.1	48.2	46.9	50.1	56	48.6	44.8	49.3	49.7	49.9	52.2	49.2	46.7	50	50	50.6	54.9	44.3
ENSMUSG00000050965	170.7	167.4	167.4	158.5	141	119.5	150.4	135.7	138.1	119.3	125.4	137.9	194.3	215.5	206.2	190.7	135.2	151.2	149.2	149.2	134.7	136.1	143.7	131.3
ENSMUSG00000051177	265.3	276.7	234.1	202.4	208.6	189.5	213.5	199.9	201.3	211.2	238.2	226.9	287.1	253	245	253.2	225.9	185	174.2	201.9	205.4	220.4	266.3	234.2
ENSMUSG00000051331	133	136.2	142.5	123.2	141.8	144	132	131.5	140.6	126.9	141.7	154.2	122.4	128.7	136.1	119.9	127.7	124.2	135	125.2	151.5	134.2	146.1	133.9
ENSMUSG00000052889	115.9	114	113.8	106.5	90.7	108.3	87.6	85.8	93	90.5	91.3	96.7	128.7	109	120.9	107.1	98.8	95.8	99.7	103.1	97.7	86	101.4	102
ENSMUSG00000052920	187.9	181.7	198.5	167.3	139	135	153.2	163.6	144.6	131	150	149.6	220.2	213.7	209.2	180.5	140.2	153.4	169	160	150.1	145.6	122	147.7
ENSMUSG00000053819	462.8	527.1	517.1	444.8	538.3	478.3	554.5	452.2	437.3	372.6	353.3	440.6	502.4	569	513.9	483.3	457.9	491.6	454.3	465.7	369.8	437.6	406.4	422.6
ENSMUSG00000054764	24.9	26	26.8	26.8	25.3	27.3	28	26	30.2	31.1	28	28.8	27.3	25.3	27.6	24.8	31.2	27.5	29.4	24.4	29.7	25.1	28.1	31.7
ENSMUSG00000055866	358.7	277.6	200	160.6	135.5	127.8	280	430.9	534.4	478.6	594.8	512.5	373.4	251.1	214.2	163.7	175.9	218.3	238.8	438.3	515.9	691.3	557.8	367.1
ENSMUSG00000057378	49.1	51.1	48.4	56	52.2	52.1	48.2	47.4	51.7	54	58.5	52.9	53.2	52.2	55.4	48.3	55.3	50.3	52.3	51.8	54.1	51.8	54.6	53.1
ENSMUSG00000057614	677.5	877.1	755.2	773.4	625.7	657.9	657.8	677.8	541.6	429.9	482.4	453.9	731.4	806.9	779.4	779.8	672.5	690.9	657.3	629.2	544.4	666	569.9	503.5
ENSMUSG00000057897	312.4	288.9	335.6	280.3	262.5	248.9	231.7	227.8	198.2	202.2	209.1	190	317.2	390.9	408.2	255.5	244.9	238.8	270.9	228.6	185.5	187.2	231.8	203.9
ENSMUSG00000059003	26.1	24.8	28.1	29.2	30.1	27.4	23.4	23.4	27.8	26.7	29	25.7	25.9	28.9	28.5	25	29.7	28.1	29.9	25.5	26.9	26.8	24.5	26
ENSMUSG00000063065	1212.1	1218.4	1200.1	1116.4	1212.4	1254.9	1223.5	1218.6	1240.4	1152.2	1149.4	1213.1	1153.7	1144.8	1129.5	1165.1	1118.4	1303.8	1280.6	1215.5	1255.2	1276.2	1234.3	1282.4
ENSMUSG00000063130	32.8	30.4	30	35.5	34	33.3	32.4	30	35.6	34.2	37	34.6	34.7	34.6	39.1	31.5	34.1	32.4	33.7	37	37	34	33.2	32.3
ENSMUSG00000063358	1381.9	1401.3	1255	1222.7	1151.1	1236.4	1294.1	1295.1	1187.3	1124.8	1200.6	1247.3	1358.2	1288.4	1269.2	1290.7	1160.8	1264.5	1242.9	1241.4	1145.4	1319	1246.1	1269.7
ENSMUSG00000063594	47	44.8	52.6	46.2	44.8	47.4	42	44.3	45.4	48.9	45.1	45.8	47.4	46	48.7	41.9	51	48.9	47.5	46	47.4	40.2	49.5	43.2
ENSMUSG00000068523	923.1	960.8	943.3	821.2	914.8	832.8	881.3	832.8	826.8	794	790	846.2	904.1	895.2	826.6	924.3	771.1	839.7	846.6	884.9	735.8	812.9	807.9	873.5
ENSMUSG00000068523	203.3	212.1	208.7	217.9	193.3	190.1	225.4	208.8	250.8	166.4	198.9	218.5	229.3	223.8	173.3	245.3	188.3	211.3	194.2	210.7	185.3	242.9	184.7	222.1
ENSMUSG00000099269	22.5	22.1	23.1	23.3	19.6	22	19.4	23.3	22.6	23.6	21.2	21.6	22.6	21.3	23.7	22.2	22.3	22	22.2	23.2	22.6	19.9	22.6	21.9
