aedes_ID	anopheles_ID	orthotype	OMAgroup
AAEL011543	AGAP012881	1:1	
AAEL011551	AGAP011476	1:1	756443
AAEL011541	AGAP011474	1:1	739655
AAEL011554	AGAP004758	1:1	846382
AAEL011546	AGAP004757	n:1	838439
AAEL011556	AGAP004755	1:1	854871
AAEL011561	AGAP004756	1:1	856324
AAEL011562	AGAP004754	1:1	533549
AAEL001385	AGAP005882	1:1	825683
AAEL001379	AGAP005883	1:1	549149
AAEL001387	AGAP005886	1:1	805963
AAEL001390	AGAP005890	1:1	339475
AAEL001360	AGAP005891	1:1	
AAEL001361	AGAP006990	1:1	547853
AAEL001370	AGAP006988	1:1	548515
AAEL001375	AGAP006108	1:1	
AAEL001384	AGAP006107	1:1	
AAEL001366	AGAP006105	1:1	660437
AAEL001378	AGAP005325	1:1	858379
AAEL001359	AGAP005141	1:1	753978
AAEL001373	AGAP005137	1:1	558818
AAEL001363	AGAP005136	1:1	776707
AAEL001368	AGAP009136	1:1	266822
AAEL001364	AGAP009137	n:1	
AAEL001365	AGAP009137	n:1	827265
AAEL011571	AGAP002275	1:1	769115
AAEL011573	AGAP002274	1:1	696911
AAEL011563	AGAP002271	1:1	284056
AAEL011570	AGAP002269	1:1	671260
AAEL011567	AGAP002266	1:1	547432
AAEL011568	AGAP002265	1:1	549359
AAEL011564	AGAP002263	1:1	
AAEL011578	AGAP006715	1:1	548117
AAEL011583	AGAP011631	n:1	
AAEL011585	AGAP004003	1:1	
AAEL011584	AGAP004002	1:1	636209
AAEL011590	AGAP011690	n:1	
AAEL011588	AGAP007679	1:1	
AAEL011604	AGAP003656	1:1	
AAEL011599	AGAP003905	1:1	700098
AAEL011602	AGAP004314	1:1	846391
AAEL011594	AGAP004315	1:1	753892
AAEL011597	AGAP002841	1:1	671192
AAEL011613	AGAP005333	n:1	337617
AAEL011620	AGAP005333	n:1	
AAEL011612	AGAP005332	1:1	
AAEL011610	AGAP002910	n:m	
AAEL011610	AGAP002911	n:m	
AAEL011610	AGAP010708	n:m	
AAEL011606	AGAP005550	1:1	830523
AAEL011615	AGAP005551	n:1	
AAEL011608	AGAP005552	n:1	774052
AAEL011623	AGAP005553	n:1	271153
AAEL011633	AGAP011231	1:1	286508
AAEL011626	AGAP010353	1:1	337687
AAEL011640	AGAP011454	1:1	838542
AAEL011641	AAR13796.1	1:1	852309
AAEL011637	AGAP004746	1:1	786179
AAEL011627	AGAP011457	1:1	858778
AAEL011635	AGAP011456	n:1	709300
AAEL011630	AGAP011455	1:1	641915
AAEL011632	AGAP011458	1:1	548561
AAEL011638	AGAP011459	1:1	763498
AAEL011639	AGAP011460	1:1	333351
AAEL011643	AGAP002179	1:1	850830
AAEL011648	AGAP012299	1:1	
AAEL011649	AGAP012297	1:1	823915
AAEL011659	AGAP001270	1:1	517785
AAEL011652	AGAP001272	1:1	803022
AAEL011663	AGAP001271	1:1	554307
AAEL011655	AGAP001276	1:1	826484
AAEL011657	AGAP001273	1:1	515829
AAEL011656	AGAP001274	1:1	861041
AAEL011661	AGAP001275	1:1	712463
AAEL011664	AGAP001269	1:1	712427
AAEL011665	AGAP001268	1:1	
AAEL011654	AGAP001265	1:1	
AAEL011658	AGAP001264	1:1	668624
AAEL011662	AGAP001262	1:m	
AAEL011662	AGAP001263	1:m	
AAEL011653	AGAP001522	1:1	
AAEL011668	AGAP004640	n:1	
AAEL011678	AGAP008556	n:1	
AAEL011679	AGAP008559	n:1	551485
AAEL011687	AGAP010454	n:1	
AAEL011688	AGAP004704	1:1	782145
AAEL011692	AGAP004703	n:1	846708
AAEL011696	AGAP010453	n:1	703723
AAEL011689	AGAP010464	1:1	518318
AAEL011686	AGAP010428	n:1	
AAEL011697	AGAP003464	1:m	646358
AAEL011697	AGAP012787	1:m	
AAEL011698	AGAP003460	1:1	846230
AAEL011682	AGAP003459	1:1	854848
AAEL011685	AGAP012917	1:1	824197
AAEL011693	AGAP005191	1:1	546986
AAEL011708	AGAP006958	n:1	
AAEL011714	AGAP006960	n:1	
AAEL011713	AGAP005921	1:1	
AAEL011701	AGAP005922	1:1	800822
AAEL011700	AGAP005923	1:1	753802
AAEL011709	AGAP006768	1:1	518122
AAEL011703	AGAP006767	1:1	816618
AAEL011711	AGAP006766	1:1	799943
AAEL011712	AGAP006762	1:1	
AAEL011722	AGAP000621	n:1	
AAEL011723	AGAP000620	1:1	
AAEL011724	AGAP000554	n:1	
AAEL011719	AGAP000480	n:1	817226
AAEL011729	AGAP000555	n:1	785304
AAEL011718	AGAP000556	n:1	
AAEL011730	AAO12090.1	1:1	339645
AAEL011733	AGAP004745	1:1	551742
AAEL011746	AGAP004744	1:1	766905
AAEL011736	AGAP010403	1:1	547000
AAEL011741	AAA29358.1	1:1	861839
AAEL011739	AGAP010405	1:1	790176
AAEL011732	AGAP010425	1:1	337797
AAEL011740	AGAP010350	1:1	733165
AAEL011731	AGAP010351	n:1	761731
AAEL011747	AGAP012459	n:1	516196
AAEL011742	AGAP010310	1:1	865596
AAEL011745	AGAP004682	1:1	495562
AAEL011737	AGAP004683	1:1	764823
AAEL011738	AGAP010690	1:1	338078
AAEL011744	AGAP004711	1:1	547295
AAEL011750	AGAP000985	1:1	784100
AAEL011759	AGAP005142	1:1	681037
AAEL011753	AGAP009887	1:1	800573
AAEL011751	AGAP000463	1:1	
AAEL011758	AGAP000462	1:1	547931
AAEL011757	AGAP000460	1:1	751480
AAEL011756	AGAP000881	1:1	661716
AAEL011752	AAM61888.1	1:1	840002
AAEL011754	AGAP000948	1:1	495184
AAEL011755	AGAP000949	1:1	498655
AAEL011760	AGAP009775	1:1	552615
AAEL011766	AGAP006257	1:1	574718
AAEL011764	AAB94671.1	1:1	773934
AAEL011765	AGAP004931	1:1	338036
AAEL011762	AGAP001442	1:1	847353
AAEL011770	AAU93485.1	1:1	819905
AAEL011773	AAL68781.1	n:1	
AAEL011779	AGAP003189	1:1	555059
AAEL011780	AGAP003190	1:1	864532
AAEL011784	AGAP003191	1:1	513110
AAEL011776	AGAP003192	1:1	865173
AAEL011781	AGAP002507	1:1	495780
AAEL011777	ABJ52807.1	1:1	847737
AAEL011782	AGAP003193	1:1	810422
AAEL011778	AGAP002509	1:1	546995
AAEL011774	AGAP002510	1:1	549719
AAEL011783	AGAP002511	1:1	682455
AAEL011787	AGAP003032	1:1	753271
AAEL011786	AGAP003031	1:1	749678
AAEL001419	AGAP009893	n:1	
AAEL001402	AGAP007453	1:1	
AAEL001417	AGAP007457	1:1	278260
AAEL001420	AGAP007456	1:1	281843
AAEL001414	AGAP007454	1:m	
AAEL001414	AGAP007455	1:m	292114
AAEL001428	AGAP007450	1:1	733067
AAEL001431	AGAP007440	1:1	842833
AAEL001404	AGAP007439	1:1	337844
AAEL001399	AGAP007423	1:1	724746
AAEL001396	AGAP007421	1:1	727886
AAEL001416	AGAP007422	1:1	719367
AAEL001394	AGAP007420	1:1	269265
AAEL001438	AGAP010571	1:1	337629
AAEL001413	AGAP007419	n:1	804752
AAEL001422	AGAP007418	1:1	843217
AAEL001410	AGAP007417	1:1	852039
AAEL001437	AGAP007416	1:1	727441
AAEL001418	AGAP007414	n:m	
AAEL001418	AGAP007557	n:m	
AAEL001418	AGAP007558	n:m	338292
AAEL001435	AGAP006483	1:1	337979
AAEL001421	AGAP005467	1:1	858068
AAEL001403	AGAP007529	1:1	808786
AAEL001434	AGAP007525	1:1	
AAEL001395	AGAP007524	1:1	849992
AAEL001411	AGAP007523	1:1	547353
AAEL001405	AGAP007522	1:1	839323
AAEL001407	AGAP005817	1:1	548564
AAEL001397	AGAP007395	1:1	337591
AAEL001432	AGAP007393	1:1	780354
AAEL001412	AGAP007397	1:1	790989
AAEL001424	AGAP007398	1:1	837220
AAEL001426	AGAP007399	1:1	753723
AAEL001423	AGAP007400	1:1	789722
AAEL001425	AGAP007402	1:m	658767
AAEL001425	AGAP007405	1:m	
AAEL001439	AGAP000508	1:1	840684
AAEL001433	AGAP000509	n:1	
AAEL011789	AGAP012048	n:1	863127
AAEL011790	AGAP011497	n:1	705836
AAEL011794	AGAP011495	n:1	
AAEL011788	AGAP011496	1:1	700030
AAEL011792	AGAP011498	n:1	
AAEL011801	AGAP003351	1:1	721051
AAEL011803	AGAP003352	1:1	547087
AAEL011796	AGAP011978	n:m	283800
AAEL011796	AGAP011989	n:m	
AAEL011796	AGAP011991	n:m	
AAEL011796	AGAP000230	n:m	
AAEL011796	AGAP001012	n:m	
AAEL011799	AGAP003353	1:1	643423
AAEL011804	AGAP006691	n:1	
AAEL011802	AAL68780.1	n:1	566667
AAEL011795	AAL68780.1	n:1	
AAEL011818	AGAP001524	n:1	
AAEL011806	AGAP002552	1:1	
AAEL011809	AGAP002551	1:1	721775
AAEL011819	AGAP001363	1:1	825383
AAEL011812	AGAP001132	1:1	574724
AAEL011814	AGAP001134	1:1	845580
AAEL011817	AGAP001133	1:1	784422
AAEL011815	AGAP003230	1:1	493292
AAEL011813	AGAP001136	1:1	743401
AAEL011811	AGAP001135	1:1	780754
AAEL000181	AGAP001099	1:1	830249
AAEL000213	AGAP001116	1:1	
AAEL000164	AGAP001098	1:1	636837
AAEL000166	AGAP001096	1:1	338315
AAEL000216	AGAP001097	n:m	
AAEL000216	AGAP003195	n:m	651056
AAEL000216	AGAP003197	n:m	
AAEL000161	AGAP003198	1:1	
AAEL000163	AGAP003199	1:1	689104
AAEL000214	AGAP003203	1:1	657009
AAEL000217	AGAP003201	1:1	550155
AAEL000159	AGAP003200	1:1	705903
AAEL000175	AGAP004725	1:1	753697
AAEL000176	AGAP004726	1:1	767633
AAEL000162	AGAP004727	1:1	793976
AAEL000195	AGAP004728	1:1	750783
AAEL000170	AGAP004729	1:1	585555
AAEL000201	AGAP004685	1:1	784424
AAEL000173	AGAP004684	1:1	
AAEL000179	AGAP001056	1:1	547417
AAEL000193	AGAP012481	1:1	731658
AAEL000208	AGAP004743	1:1	498652
AAEL000199	AGAP004708	1:1	860590
AAEL000180	AGAP004709	1:1	740976
AAEL000182	AGAP004710	1:1	830471
AAEL000206	AGAP010458	n:1	739862
AAEL000189	AGAP011712	1:1	644450
AAEL000169	AGAP011711	1:1	815846
AAEL000187	AGAP011710	1:1	557592
AAEL000174	AGAP011708	1:1	730367
AAEL000194	AGAP010801	1:1	806027
AAEL000190	AGAP010798	n:1	
AAEL000203	AGAP010798	n:1	592308
AAEL000168	AGAP010795	1:1	730523
AAEL000205	AGAP010796	1:1	769906
AAEL000165	AGAP010046	n:m	
AAEL000165	AGAP010047	n:m	333053
AAEL000165	AGAP010046	n:m	
AAEL000165	AGAP010047	n:m	
AAEL000171	AGAP007537	1:1	
AAEL000178	AGAP010488	1:1	537137
AAEL000184	AGAP011198	1:1	671432
AAEL000212	AGAP011199	1:1	808345
AAEL000196	AGAP011202	1:1	654831
AAEL000185	AGAP011203	1:1	849776
AAEL000204	AGAP010972	1:1	753296
AAEL000210	AGAP010450	1:1	865816
AAEL000186	AGAP010447	1:1	845413
AAEL011826	AGAP012485	1:1	
AAEL011827	AGAP010308	1:1	850306
AAEL011832	AGAP004145	1:1	857228
AAEL011830	AGAP000470	1:1	807808
AAEL011841	AGAP011766	n:1	
AAEL011837	AGAP011840	1:1	
AAEL011842	AGAP011839	1:1	498016
AAEL011844	AGAP004222	1:1	657675
AAEL011843	AGAP006167	n:1	
AAEL011848	AGAP000285	1:1	671282
AAEL011850	AAU93478.1	1:1	821136
AAEL011854	AGAP005396	1:1	274616
AAEL011859	AGAP012124	1:m	
AAEL011859	AGAP012911	1:m	784006
AAEL011866	AGAP012122	1:1	838676
AAEL011857	AGAP012121	1:1	547152
AAEL011868	AGAP005479	n:m	
AAEL011868	AGAP005480	n:m	
AAEL011868	AGAP005481	n:m	
AAEL011868	AGAP005483	n:m	
AAEL011868	AGAP005484	n:m	
AAEL011862	AGAP006493	1:1	275571
AAEL011867	AGAP005470	1:1	652432
AAEL011875	AGAP006814	n:1	
AAEL011876	AGAP006817	1:1	547016
AAEL011877	AGAP006938	n:1	855954
AAEL011873	AGAP006937	n:1	851391
AAEL011871	AGAP006936	1:1	864514
AAEL011870	AGAP006935	1:1	554939
AAEL011874	AGAP006934	1:1	716382
AAEL011872	AGAP006933	1:1	742512
AAEL011879	AGAP006932	n:1	548227
AAEL011885	AGAP009123	1:1	269465
AAEL011888	AGAP009122	1:1	278855
AAEL011889	AGAP009121	n:1	
AAEL011891	AGAP009121	n:1	
AAEL011887	AGAP004714	1:1	
AAEL011881	AGAP009119	1:1	547459
AAEL011892	AGAP011814	1:1	835330
AAEL011893	AGAP011815	1:1	
AAEL011898	AGAP009415	1:1	744309
AAEL011901	AGAP009414	1:1	744329
AAEL011895	AGAP006666	n:m	
AAEL011895	AGAP006667	n:m	
AAEL011895	AGAP004354	n:m	
AAEL011895	AGAP004357	n:m	
AAEL011895	AAL47188.1	n:m	
AAEL011895	AAL35509.1	n:m	
AAEL011895	AGAP009111	n:m	
AAEL011895	AGAP009392	n:m	
AAEL011895	AGAP009393	n:m	
AAEL011895	AGAP009394	n:m	
AAEL011895	AGAP009396	n:m	
AAEL011895	AGAP009409	n:m	275947
AAEL011895	AGAP009410	n:m	
AAEL011895	AGAP012854	n:m	
AAEL011902	AGAP009407	1:1	744348
AAEL011903	AGAP009406	1:1	
AAEL011897	AGAP009405	1:1	562483
AAEL011899	AGAP009404	1:1	828313
AAEL011900	AGAP009403	1:1	748500
AAEL011910	AGAP011724	1:1	337531
AAEL011912	AGAP011723	1:1	547126
AAEL011906	AGAP010461	n:m	
AAEL011906	AGAP011193	n:m	
AAEL011927	AGAP011932	1:1	826314
AAEL011925	AGAP011931	1:1	804362
AAEL011915	AGAP011930	1:1	566019
AAEL011924	AGAP011924	1:1	749661
AAEL011928	AGAP011922	1:1	
AAEL011929	AGAP011920	n:1	
AAEL011916	AGAP011920	n:1	
AAEL011917	AGAP011919	1:1	611753
AAEL011920	AGAP011917	n:1	585219
AAEL011922	AGAP011917	n:1	
AAEL011921	AGAP000471	n:1	851830
AAEL011934	AAM61889.1	1:1	
AAEL011931	AGAP001742	1:m	
AAEL011931	AGAP002650	1:m	
AAEL011937	AGAP005163	1:1	827205
AAEL011939	AGAP005353	1:1	515993
AAEL011941	AGAP003502	n:1	
AAEL011944	AGAP006700	1:1	781030
AAEL011945	AGAP003128	1:1	519661
AAEL011957	AGAP005512	1:1	651021
AAEL011954	AGAP005511	1:1	650987
AAEL011950	AGAP005509	1:1	790411
AAEL011952	AGAP005004	1:1	
AAEL011949	AGAP005003	1:1	852304
AAEL011962	AGAP002962	1:1	
AAEL011960	AGAP002961	1:1	864258
AAEL011958	AGAP002960	1:1	852336
AAEL011963	AGAP002959	n:1	547434
AAEL011961	AGAP002959	n:1	
AAEL011967	ABB29887.1	1:1	304860
AAEL011966	AGAP004262	1:m	712524
AAEL011966	AAO39756.1	1:m	
AAEL011966	AGAP012703	1:m	
AAEL011968	AGAP004264	1:1	799039
AAEL011969	AGAP001310	1:1	
AAEL011965	AGAP001309	1:1	776396
AAEL011982	AGAP004625	1:1	549357
AAEL011972	AGAP004626	1:1	497746
AAEL011985	AGAP004490	1:1	577173
AAEL011974	AGAP004627	1:1	
AAEL011983	AGAP004628	1:1	264049
AAEL011979	AGAP004629	1:1	
AAEL011986	AGAP004630	n:1	755668
AAEL011984	AGAP003842	n:1	
AAEL011975	AGAP003643	1:1	845022
AAEL011978	AGAP004020	1:1	836647
AAEL011973	AGAP005865	1:1	859968
AAEL011981	AGAP005866	1:1	824800
AAEL011992	AGAP009824	1:1	700170
AAEL011987	AGAP009812	1:1	784071
AAEL011995	AGAP009997	1:1	675645
AAEL011989	AGAP008838	1:1	696131
AAEL011993	AGAP008836	1:1	658905
AAEL011991	AGAP008835	1:1	554935
AAEL011996	ABD43194.1	1:1	336009
AAEL012004	AGAP011360	n:1	
AAEL012010	AGAP012587	1:1	782173
AAEL012011	AGAP012193	1:1	840735
AAEL012003	AGAP004806	n:m	
AAEL012003	AGAP011287	n:m	
AAEL012006	AGAP001530	n:1	
AAEL012014	AGAP004880	1:1	
AAEL012016	AGAP004882	n:1	
AAEL012019	AGAP004884	1:1	804968
AAEL012015	AGAP003397	n:1	
AAEL012013	AGAP005586	1:1	284634
AAEL012012	AGAP005585	n:1	276716
AAEL012023	AGAP008078	1:1	753835
AAEL012034	AGAP001232	1:1	765743
AAEL012026	AGAP002413	n:1	798095
AAEL012025	AGAP002412	1:1	745866
AAEL012035	AGAP002401	1:1	
AAEL012029	AGAP003525	1:1	550544
AAEL012031	AGAP003526	1:1	553294
AAEL012028	AGAP005303	n:m	
AAEL012028	AGAP006192	n:m	
AAEL012040	AGAP004634	1:1	275507
AAEL012037	AGAP004633	1:1	771414
AAEL012036	AGAP004635	1:1	771408
AAEL012041	AGAP004636	1:1	771357
AAEL012039	AGAP004637	1:1	752244
AAEL012055	AGAP007493	1:1	696525
AAEL012054	AGAP007491	1:1	833465
AAEL012043	AGAP007489	1:1	853651
AAEL012052	AGAP007488	1:1	336169
AAEL012048	AGAP007486	1:1	338652
AAEL012051	AGAP007485	1:1	856677
AAEL012044	AGAP007483	1:1	
AAEL012042	AGAP007484	1:1	
AAEL012056	AGAP007687	1:1	497413
AAEL012045	AGAP005006	1:1	
AAEL012057	AGAP008026	1:1	267673
AAEL012059	AGAP002295	1:1	847008
AAEL012063	AGAP002293	1:1	547699
AAEL012060	AGAP002292	1:1	340613
AAEL012061	AGAP002854	n:m	
AAEL012061	AGAP002855	n:m	
AAEL012061	AGAP002856	n:m	
AAEL012061	AGAP002885	n:m	
AAEL012061	AGAP008958	n:m	
AAEL012064	AGAP002857	1:1	832071
AAEL012062	AGAP002858	1:1	523655
AAEL012077	AGAP002217	1:1	852623
AAEL012073	AGAP003148	1:1	
AAEL012078	AGAP002216	1:1	528002
AAEL012079	AGAP002215	1:1	776729
AAEL012081	AGAP002214	1:1	552811
AAEL012084	AGAP004245	1:1	
AAEL012076	AGAP002222	1:1	552637
AAEL012071	AGAP002219	1:1	522131
AAEL012083	AGAP004246	1:1	527534
AAEL012069	AGAP004247	1:1	814251
AAEL012088	AGAP000744	1:1	682092
AAEL012090	AGAP000745	n:1	
AAEL012092	AGAP006644	1:1	812601
AAEL012093	AGAP006643	1:1	780238
AAEL012091	AGAP006642	1:1	828254
AAEL012097	AGAP005544	n:1	
AAEL012100	AGAP006090	1:1	559720
AAEL012096	AGAP010786	1:1	552555
AAEL012095	AGAP003216	1:1	848755
AAEL012110	AGAP000129	1:1	709714
AAEL012108	AGAP000132	1:1	700985
AAEL012104	AGAP000136	1:1	547645
AAEL012109	AGAP000137	1:1	548714
AAEL012098	AGAP000128	1:1	556677
AAEL012094	AGAP005569	1:1	547072
AAEL012106	AAU12507.1	1:1	637306
AAEL012125	AAT07316.1	n:1	
AAEL012114	AGAP009330	n:1	550601
AAEL012118	AGAP009331	1:1	795920
AAEL012124	AGAP009332	1:1	333408
AAEL012117	AGAP009333	1:1	497990
AAEL012113	AGAP009334	1:1	797686
AAEL012126	AGAP009335	1:1	
AAEL012119	AGAP009336	1:1	576777
AAEL012122	AAC18058.1	1:1	705781
AAEL012120	AAC18056.1	n:1	
AAEL012111	AGAP009237	n:1	557241
AAEL012129	AGAP010567	n:1	
AAEL012130	AGAP010566	1:1	843550
AAEL012134	AGAP010564	1:1	
AAEL012141	AGAP000466	1:1	780872
AAEL012135	AGAP000341	1:1	847057
AAEL012140	AGAP000856	1:1	856864
AAEL012143	AGAP004922	1:m	
AAEL012143	AGAP012945	1:m	533572
AAEL012148	AGAP010294	1:1	331480
AAEL012144	AAV28186.1	1:1	819032
AAEL012147	AGAP005033	1:1	845058
AAEL012151	AGAP004853	1:1	813187
AAEL012157	AGAP007676	1:1	
AAEL012153	AGAP007677	1:1	822797
AAEL012154	AGAP007730	1:1	799584
AAEL012156	AGAP002895	n:1	307579
AAEL012152	AAT07313.1	1:1	
AAEL012174	AGAP008510	n:1	777812
AAEL012175	AGAP005134	1:1	735949
AAEL012160	AGAP005133	1:1	
AAEL012169	AGAP005132	1:1	836331
AAEL012179	AGAP005129	1:1	861634
AAEL012167	AGAP005128	1:1	863730
AAEL012171	AGAP005127	1:1	532258
AAEL012164	AGAP005126	1:1	744968
AAEL012177	AGAP003223	n:m	
AAEL012177	AGAP008616	n:m	
AAEL012178	AGAP005125	1:1	510780
AAEL012162	AGAP005124	n:1	
AAEL012184	AGAP006610	1:1	798822
AAEL012185	AGAP006808	1:1	860100
AAEL012181	AGAP006809	1:1	859353
AAEL012180	AGAP006810	1:1	763391
AAEL012192	AGAP004603	n:1	
AAEL012189	AGAP004601	1:1	
AAEL012200	AGAP006353	n:1	851443
AAEL012195	AGAP006354	1:1	850715
AAEL012202	AGAP006355	1:1	854170
AAEL012197	AGAP005189	n:1	846476
AAEL012205	AGAP005188	n:1	
AAEL012199	AGAP005185	n:1	796037
AAEL012207	AGAP001569	1:1	551783
AAEL012212	AGAP001566	1:1	847189
AAEL012211	AGAP001565	1:1	547357
AAEL012209	AGAP002073	1:1	848484
AAEL012216	AGAP004531	n:1	
AAEL012219	AGAP002900	1:1	550400
AAEL012222	AGAP002899	1:1	706662
AAEL012215	AGAP000245	1:1	534784
AAEL012217	AGAP000885	n:1	
AAEL012229	AGAP009069	1:1	276773
AAEL012224	AGAP009068	n:1	
AAEL012230	AGAP008178	n:1	
AAEL012228	AGAP008178	n:1	
AAEL012225	AGAP008178	n:1	611692
AAEL012227	AGAP003612	1:1	848082
AAEL012237	AGAP003177	1:1	659547
AAEL012238	AAU93510.1	1:1	530042
AAEL012240	AGAP003183	1:1	546964
AAEL012243	AGAP002655	1:1	337566
AAEL012247	AGAP002142	1:1	516208
AAEL012235	AGAP000270	1:1	495640
AAEL012246	AGAP000321	1:1	503998
AAEL012234	AGAP000320	1:1	685499
AAEL012239	AGAP000990	1:1	685504
AAEL012245	AGAP000989	1:1	556462
AAEL012254	AGAP001912	1:1	789116
AAEL012249	AGAP002184	1:1	706571
AAEL012250	AGAP002185	1:1	490079
AAEL012251	AGAP002186	1:1	
AAEL012253	AGAP002187	1:1	
AAEL012258	AGAP000939	1:1	683690
AAEL012260	AGAP005320	1:1	828550
AAEL012256	AGAP000913	1:1	665278
AAEL012266	AAV28192.1	1:m	
AAEL012266	AAV28193.1	1:m	
AAEL012266	AAL58558.1	1:m	819267
AAEL012267	AGAP008407	1:1	265921
AAEL012264	AGAP008405	1:1	861254
AAB81850.1	AAB81851.1	1:1	266069
AAEL012261	AGAP009023	1:1	800689
AAEL012265	AGAP009024	1:1	829299
AAEL012269	AGAP005898	n:1	
AAEL012275	AGAP006618	n:1	
AAEL012272	AGAP006615	1:1	547921
AAEL012273	AGAP006617	1:1	830288
AAEL012278	AGAP006616	n:1	839507
AAEL012279	AGAP006613	1:1	685483
AAEL012276	AGAP006247	1:1	782027
AAEL012280	AGAP006246	1:1	549212
AAEL001467	AGAP000659	1:1	550344
AAEL001459	AGAP000903	1:1	657156
AAEL001464	AGAP012469	1:1	
AAEL001457	AGAP000280	1:1	549358
AAEL001448	AGAP000596	1:1	
AAEL001451	AGAP010060	1:1	
AAEL001466	AGAP000629	1:1	555061
AAEL001442	AGAP000630	1:1	838844
AAEL001446	AGAP005309	1:m	757618
AAEL001446	AGAP000633	1:m	
AAEL001447	AGAP000456	1:1	845975
AAEL001461	AGAP005499	n:m	508757
AAEL001461	AGAP005500	n:m	
AAEL001461	AGAP005501	n:m	
AAEL001461	AGAP005502	n:m	
AAEL001461	AGAP005503	n:m	
AAEL001461	AGAP005645	n:m	
AAEL001450	AGAP006168	1:1	
AAEL001458	AGAP006169	1:1	731058
AAEL001452	AGAP006170	1:1	
AAEL001463	AGAP006172	1:1	829380
AAEL012287	AGAP008721	n:1	
AAEL012289	AGAP009639	n:1	
AAEL012285	AGAP009641	n:1	
AAEL012282	AGAP009642	n:1	547021
AAEL012283	AGAP009643	n:1	
AAEL012286	AGAP009645	n:1	814657
AAEL012290	AGAP011534	n:1	714530
AAEL012281	AGAP000412	n:1	
AAEL012302	AGAP000249	n:1	
AAEL012295	AGAP005585	n:1	
AAEL012301	AGAP000247	n:1	
AAEL012303	AGAP000246	n:1	
AAEL012294	AGAP000090	1:1	501073
AAEL012297	AGAP000092	1:1	648244
AAEL012298	AGAP000091	1:1	648218
AAEL012292	AGAP000094	1:1	713122
AAEL012293	AGAP000095	n:1	
AAEL012308	AGAP006220	n:1	
AAEL012318	AGAP005781	1:1	805410
AAEL012316	AGAP005782	1:1	784853
AAEL012307	AGAP005545	1:1	529693
AAEL012310	AGAP005110	1:1	784101
AAEL012317	AGAP005109	1:1	772219
AAEL012312	AGAP005108	1:1	863504
AAEL012306	AGAP005102	1:1	755016
AAEL012311	AGAP005103	1:1	269497
AAEL012315	AGAP005101	n:1	548748
AAEL012304	AGAP000225	1:1	831600
AAEL012309	AGAP007105	n:1	
AAEL012324	AGAP011819	n:1	
AAEL012327	AGAP011820	1:1	817214
AAEL012329	AGAP011821	1:1	838650
AAEL012325	AGAP011822	1:1	689183
AAEL012326	AGAP010957	1:1	546998
AAEL012330	AGAP010958	1:1	830533
AAEL012323	AGAP010959	1:1	750622
AAEL012336	AGAP011495	n:1	338008
AAEL012334	AGAP011498	n:1	
AAEL012333	AGAP011500	1:1	503394
AAEL012337	AGAP010356	1:1	
AAEL012345	AGAP002872	n:1	
AAEL012342	AGAP003082	n:m	
AAEL012342	AGAP012620	n:m	
AAEL012349	AGAP003083	n:1	796066
AAEL012340	AGAP002353	n:1	
AAEL012344	AGAP002872	n:1	795995
AAEL012343	AGAP003083	n:1	
AAEL012341	AGAP001652	1:1	795981
AAEL012350	AGAP003500	1:m	
AAEL012350	AGAP003501	1:m	795979
AAEL012353	AGAP005334	n:m	
AAEL012353	AGAP007407	n:m	
AAEL012353	AGAP007408	n:m	
AAEL012353	AGAP007409	n:m	
AAEL012353	AGAP007410	n:m	564234
AAEL012353	AGAP007411	n:m	
AAEL012353	AGAP007412	n:m	
AAEL012355	AGAP005035	1:1	547740
AAEL012351	AGAP001240	1:1	
AAEL012352	AGAP010260	1:1	813516
AAEL012356	AGAP012268	1:1	
AAEL012359	AGAP007120	1:1	865870
AAEL012369	AGAP006255	n:1	338318
AAEL012360	AGAP005635	n:1	337745
AAEL012367	AGAP006356	n:1	
AAEL012361	AGAP007025	n:1	
AAEL012368	AGAP007026	n:1	761251
AAEL012370	AGAP005634	1:1	760494
AAEL012363	AGAP005633	n:1	
AAEL012366	AGAP005632	n:m	
AAEL012366	AGAP012896	n:m	
AAEL012364	AGAP005630	n:1	
AAEL012377	AAO12087.1	1:1	746112
AAEL012374	AGAP005207	1:1	
AAEL012372	AGAP005206	1:1	333525
AAEL012380	AGAP005204	1:1	721185
AAEL012378	AGAP008639	1:1	831371
AAEL012375	AGAP006451	n:1	
AAEL012371	AGAP006453	n:1	
AAEL012384	AGAP001304	1:1	577258
AAEL012385	AGAP003631	1:1	
AAEL012381	AGAP003630	1:1	
AAEL012395	AGAP004603	n:1	
AAEL012386	AGAP004603	n:1	
AAEL012389	AGAP004605	1:1	822351
AAEL012398	AGAP004607	1:1	338381
AAEL012393	AGAP004608	1:1	716359
AAEL012394	AGAP004609	1:1	827942
AAEL012387	AGAP004418	1:1	810304
AAEL012397	AGAP001644	1:1	790960
AAEL012401	AGAP011810	1:1	508652
AAEL012400	AGAP011811	1:1	508839
AAEL012402	AGAP011812	n:1	
AAEL012404	AGAP000673	1:1	
AAEL012412	AGAP006183	n:1	552106
AAEL012409	AGAP011715	1:1	835113
AAEL012410	AGAP011717	1:1	542653
AAEL012407	AGAP011718	1:1	796031
AAEL012417	AGAP001441	1:1	512272
AAEL012418	AGAP003295	1:1	758777
AAEL012419	AGAP001440	1:1	830928
