ID	ZT0	ZT2	ZT4	ZT6	ZT8	ZT10	ZT12	ZT14	ZT16	ZT18	ZT20	ZT22	ZT24	ZT26	ZT28	ZT30	ZT32	ZT34	ZT36	ZT38	ZT40	ZT42	ZT44	ZT46	ZT48	ZT50	ZT52	ZT54	ZT56	ZT58	ZT60	ZT62	ZT64	ZT66	ZT68	ZT70
ENSRNOG00000007478	6.80115099713962	6.48076379706223	6.57015888737299	6.53646030376462	6.37247015957946	6.65437766446185	6.79168634608385	6.77909122520325	6.93614684927644	6.67092715218457	6.75501176203859	6.94625221982406	6.78352360681124	6.78404608718418	6.65695617928756	6.36379571357656	6.48207288046961	6.76298568930892	6.85657349083047	6.69536852230923	6.86000943356983	6.68327561903672	6.65122251983336	6.73751391733991	6.76033814700568	6.6663955816988	6.47216947698596	6.45294601837291	6.47381217923753	6.58072913091572	6.62228087183141	6.58789487357599	6.686874123323	6.92166392829595	6.65759040874898	6.74231868688957
ENSRNOG00000007478	8.8464765	8.678891	8.437194	8.397925	8.821285	8.99775	9.121731	8.923369	9.040271	8.847173	8.687266	8.965604	9.013977	8.649915	8.427777	8.490069	8.796553	8.823038	9.0761905	9.23754	8.97001	8.893996	8.915267	8.903928	8.9016615	8.58381	8.339969	8.609918	8.968835	9.045739	9.127583	9.050885	8.900465	8.973557	9.051482	9.030807
ENSRNOG00000007706	8.17267019323004	8.0627769499557	8.2988100915313	8.37912501791145	8.1758493164838	8.4165753781993	8.77608582003473	8.93369732658548	8.85696805670444	8.8455083259066	8.95035552687375	8.76751720003897	8.10892041630986	7.90959844591853	8.27493769007311	8.34895833413984	8.34750044807843	8.47174020718202	8.337064950328	8.71140467183903	8.27233037531236	8.68179580323125	9.04669801218816	8.69935668409648	8.20197654502046	8.14913342515399	8.30354908128798	8.30697173715378	8.12461430503227	8.57637910424915	8.68988764209619	8.81041288605293	9.23223519670588	8.65588209636743	8.78277883773039	8.63643931394546
ENSRNOG00000009085	7.4176845	7.584379	7.75145	7.712983	7.564409	7.751396	7.73703	7.51989	7.565237	7.54132	7.384313	7.742174	7.566126	7.462097	7.532899	7.796596	7.730957	7.731022	7.6644495	7.466585	7.632175	7.323899	7.625787	7.581243	7.5844215	7.640889	7.834039	7.63583	7.509876	7.754801	7.7527765	7.543973	7.670107	7.633174	7.535752	7.543496
ENSRNOG00000009329	5.60822111953919	5.5257468952583	6.73660171670385	8.05079760602648	9.45886000392773	9.79226869932782	9.44986240205646	8.02842257239863	7.1968918701574	4.91464311974846	4.65914478279903	4.71471894042849	4.89122139435728	5.65927166682794	6.26899087215178	8.26546539875388	9.13792191043255	9.5039229601483	9.17731967282331	8.34854857790987	7.12241771556183	5.25975617853579	4.96880110775203	5.59870549256676	5.40643183117856	5.74442419547583	6.84183796617327	8.31724564464802	9.82112548893443	9.74081166280564	9.4220980067875	8.56513384740053	7.05548694579535	4.99212118897512	5.43543794821165	5.03721246470542
ENSRNOG00000012799	5.24738746598203	5.39836480062973	5.51928606348961	5.70188038572509	5.57213344865753	5.72717131725356	5.56243134870623	5.68128539962385	5.80911705082809	5.54116973822327	5.51369116852113	5.93048569720849	5.31459294015487	5.42095967008776	5.27076150560872	5.52335699972438	5.61506955866522	5.37446150662335	5.62636573953309	5.74931240233202	5.82172570253612	5.54938836917459	5.71570243945643	5.64300538117255	5.31168795026042	5.57716123626505	5.62255330651738	5.51315458213195	5.55756307624627	5.49996392190157	5.61797941719465	5.84188493413832	5.66718720284749	5.56447341301641	5.73580979402711	5.8077354057042
ENSRNOG00000012799	9.7283645	9.706779	9.906949	9.802552	9.95181	9.980489	9.8127335	9.630619	9.84158	9.843935	9.931498	9.675896	9.789457	9.755845	9.917941	9.899403	9.956432	9.880813	9.845325	9.989664	9.893626	9.795045	9.780121	9.842514	9.9156385	10.04623	9.920006	9.880471	9.970354	9.931634	9.8580415	9.878265	9.932506	9.654808	9.725724	9.806967
ENSRNOG00000013076	8.618569	8.588887	8.424898	8.487598	8.435656	8.674932	8.5746705	8.614894	8.547687	8.482155	8.57152	8.69987	8.672731	8.722479	8.539593	8.34049	8.535603	8.622816	8.6446395	8.572685	8.666286	8.531282	8.537552	8.394985	8.6098055	8.570832	8.539494	8.454856	8.621637	8.567433	8.527398	8.630401	8.408731	8.598268	8.528362	8.528966
ENSRNOG00000013076	6.24422664418097	6.01205057292871	6.27510365069659	6.28158690861761	6.33631388178319	6.58774867401502	6.48827972696931	6.58798710818408	6.4222257404231	6.3741929110859	6.41278964320731	6.53032047784974	6.1730347980465	6.19267632365726	6.21037363736329	6.33610393576203	6.55572173381284	6.41945254887643	6.49375345703058	6.39594711040307	6.3153483135094	6.18439087309314	6.53456934084739	6.27107100240194	6.15730757484723	6.19736783162727	6.46124640002496	5.97597799155428	6.13005139577582	6.39392724137092	6.35100420675947	6.50796187997159	6.41998772554713	6.51715454720304	6.6080822722041	6.36043746193769
ENSRNOG00000013076	7.15934	7.020339	7.111436	7.279585	7.344946	7.565399	7.542131	7.706121	7.501875	7.404809	7.328121	7.535023	7.250946	7.13952	6.929373	7.223961	7.378574	7.512954	7.36597	7.560935	7.053875	7.510417	7.681333	7.162507	6.992974	7.053824	7.300411	6.929819	6.989741	7.5054	7.382112	7.623904	7.588681	7.386401	7.794529	7.377698
ENSRNOG00000013408	8.791965	9.248007	9.222294	9.075617	8.601113	7.252767	6.28692	6.328933	6.102974	6.626188	6.813554	7.831619	8.9742195	9.270532	9.350749	8.990383	8.604824	7.631721	6.5239705	6.183321	6.054561	6.540166	7.051159	7.98384	8.8024175	9.417493	9.348673	9.109986	8.51322	7.318612	6.4909295	6.170294	6.205029	6.298341	6.839546	7.921419
ENSRNOG00000013412	5.53714048894354	5.35818439260138	5.32062251322249	5.65259168447031	5.60074597304301	5.64829577391288	5.57075244536851	5.84710634905156	5.70914691709957	5.44504158275084	5.38379236472858	5.67510538262374	5.5682338779314	5.36295507720165	5.41319233136137	5.63476423283648	5.64598539291866	5.3926859448302	5.51268283979809	5.66482775426257	5.23027194622355	5.32955546924202	5.61002225339443	5.54300663075345	5.52520446570936	5.11614637928557	5.09000243913485	5.33396373784588	5.15112053487796	5.60820091015903	5.57726939238965	5.45944438428673	5.85486829455979	5.33145078580415	5.52866419983584	5.56394669527938
ENSRNOG00000013413	5.5078665	5.773331	4.833021	5.202591	4.789897	4.972421	4.9666875	5.057089	4.800559	5.094991	4.730472	5.055964	5.0726525	5.709382	4.920115	5.262953	5.202021	5.073567	5.093767	5.296116	5.426572	5.070692	5.442995	5.089004	5.360948	5.261665	4.950022	4.990642	5.329459	4.927912	5.080523	4.734301	5.003189	5.302981	5.269964	5.024692
ENSRNOG00000014448	8.6425213936606	8.95857989415373	8.45716288163177	8.22212003001993	7.4793677125252	6.26763755607037	5.81493622806737	5.63188177487878	6.33192194601223	6.94890088081008	7.54558903855956	8.38047704530862	8.72341505830274	8.64793008315332	8.51941099047924	8.25917656393325	7.33381332188694	6.1063621140254	5.91465877433605	5.77836282999799	6.47883132874964	7.0987294944482	7.77207734873019	8.25197519490738	8.62737069957494	8.66778161762511	8.48935049522392	8.01438006528151	6.97646638910668	5.90144456649995	5.96799031886246	6.17628831990941	6.54705959526541	6.80733467017006	7.65016517283808	8.43257721008284
ENSRNOG00000016280	7.5667785	7.737282	7.470677	7.603051	7.634971	7.52112	7.4498055	7.283617	7.422191	7.399486	7.406404	7.365667	7.486699	7.381709	7.523633	7.633799	7.512585	7.503331	7.5223575	7.447422	7.516778	7.274912	7.224828	7.221887	7.4492755	7.575777	7.566761	7.623276	7.658694	7.530198	7.4538205	7.355466	7.53944	7.354036	7.391393	7.314261
ENSRNOG00000016280	5.6283175	5.807367	5.756904	5.677525	5.765077	5.719107	5.5933405	5.636561	5.390536	5.556142	5.378583	5.545254	5.678559	5.625062	5.801659	5.638493	5.586097	5.46809	5.65005	5.694757	5.594188	5.606048	5.424816	5.749729	5.773361	5.750054	5.956907	5.736313	5.886647	5.741655	5.635136	5.807932	5.382632	5.621244	5.216982	5.624661
ENSRNOG00000016280	6.5067095	6.724776	6.215549	6.173087	6.104035	6.026669	6.1367055	5.905249	6.113614	6.025527	5.983727	5.838775	6.3738935	6.676032	6.023624	6.294236	6.28713	6.188497	6.054958	6.034264	5.975931	6.16545	5.985288	6.247561	6.4916465	6.343566	6.198572	6.368843	6.49963	6.09615	6.1570595	5.875483	6.392475	6.190035	6.137203	6.137374
ENSRNOG00000017248	5.3754965	5.194615	5.91877	5.27248	4.892009	5.261651	6.174424	6.433626	5.725332	6.140239	5.82854	5.177715	5.3765855	4.99776	5.151279	5.156081	5.138279	5.284393	5.3151895	5.981133	5.667503	6.49089	5.703451	5.645873	6.057528	5.271363	5.077593	5.937039	5.379988	4.976354	5.518887	6.356485	5.471855	5.523456	5.171698	5.812825
ENSRNOG00000018166	5.1673135135314	4.99134050334141	5.05426940033105	5.26948525441157	4.9299919974853	5.24051359873259	5.04529607652717	5.24123295155446	5.39749854293567	5.03333358989014	5.08644288397072	5.19089345619602	5.20227079437628	5.37584733706742	5.06812935067243	4.94371352013034	5.06331664329222	5.20243265288287	5.15725127956368	5.24578265451052	5.33393687452337	5.26269893011738	5.3739799094722	5.2780207286087	5.28950251495533	5.11952365170274	4.95832459683134	4.97743914445631	5.13645937420209	5.1028746738963	5.01116113359392	5.18189999989055	5.36570201353593	5.430143084172	5.22469086804077	5.14962249595446
ENSRNOG00000018166	7.5723085	7.529129	7.582823	7.6075	7.694422	7.533518	7.717336	7.713437	7.707718	7.705975	7.566699	7.525856	7.533445	7.337077	7.539706	7.619894	7.56353	7.433204	7.5902425	7.567958	7.686666	7.574041	7.622397	7.500506	7.688586	7.62875	7.678475	7.844654	7.923713	7.593462	7.6417835	7.684561	7.567687	7.477469	7.574721	7.5293
ENSRNOG00000018413	4.907621	4.862286	4.610777	4.860001	4.906904	4.805231	5.280281	5.28685	5.132249	4.781754	4.783892	4.776806	4.783949	4.917807	4.608972	4.723369	4.685737	4.900836	5.2128455	5.03611	5.135028	4.920617	4.692839	4.76449	4.6745785	4.685739	4.85994	4.801607	4.786308	4.841848	4.96513	5.117755	4.959578	5.046767	5.055158	4.735789
ENSRNOG00000018413	6.8567365	7.117885	7.51555	8.058036	9.18583	9.673614	9.8844195	9.707784	9.187003	8.388963	7.764014	7.369025	7.179806	6.704902	7.371668	8.088202	9.022698	9.627565	9.726211	9.791692	9.219637	8.443372	7.780567	7.218377	7.030046	6.983039	7.560285	8.349286	9.320811	9.87166	9.8628005	9.70377	9.45552	8.931756	7.824389	7.368244
ENSRNOG00000020254	9.47493403335551	8.19238351770305	7.28309458296632	7.37322660185781	8.67692405238478	9.81031851151064	10.5286531511416	10.9823546604257	10.8134065338148	10.0871454521647	10.0234767980935	9.80845148201084	9.66975414150533	8.1352636006492	7.31738060658998	7.59326552255343	8.63935855771211	9.58468841880206	10.4325406249979	10.8820678530533	10.7789320549824	10.0847529925785	10.0000894235324	9.90145913290619	9.5642718329413	7.95551251243779	7.47927516274898	7.6221615182657	8.82841913590185	9.89781177616741	10.4901249947161	10.7515495672316	10.8214763680806	10.3236571221229	9.96941547600817	9.8364929501147
ENSRNOG00000027145	7.568067	7.387927	7.944633	7.914931	8.074974	8.000538	8.4312425	8.50027	8.156608	8.506466	8.45293	7.956369	7.548173	6.926801	7.916771	8.013968	7.994566	8.102162	8.028737	8.178239	7.790175	7.989681	8.195432	7.85877	7.513362	7.734811	7.735197	7.845481	7.60281	8.253994	8.2749385	8.381147	8.521286	8.106559	8.198981	7.732216
ENSRNOG00000036676	8.84867388085466	8.84421513080812	8.93313787051332	9.01453280588804	8.96462192695649	8.9191678964157	8.8374889903561	8.70811370459541	8.918613421947	8.75036363941782	8.78511843659286	8.80113072327255	8.80168962072479	8.82752563271026	8.92523020814003	8.83679898001429	8.873963867263	8.80427978142659	8.85852697373812	8.70882294831132	8.74138511788226	8.78033296914273	8.83271847972595	8.86033354973666	8.79123135266383	8.93790939320333	8.91859495679873	8.96019715217925	8.805446558065	8.79632861876919	8.82903726821739	8.72682666783405	8.78157445122963	8.8098718749281	8.80687164108129	8.77043351915764
ENSRNOG00000036676	10.47949	10.44876	10.52516	10.53669	10.54089	10.54716	10.49261	10.5624	10.58571	10.59432	10.58057	10.53529	10.538675	10.38052	10.45393	10.53475	10.48287	10.49864	10.53012	10.56584	10.52012	10.56469	10.60046	10.46405	10.450755	10.52656	10.53126	10.42369	10.53095	10.56161	10.57077	10.53203	10.59093	10.51791	10.63269	10.5687
ENSRNOG00000036676	7.8997305	7.83731	7.983574	7.872683	7.966661	8.090728	7.9343365	7.964156	8.009094	7.898891	7.853669	8.225878	7.8746685	7.79356	7.864317	7.970434	7.811887	7.964846	8.005189	7.880301	8.011077	7.998291	7.995321	7.914324	7.8749225	7.840592	8.118913	7.856553	7.730855	7.994893	7.98422	7.940081	7.780197	8.112595	8.05568	7.928101
ENSRNOG00000036676	8.62192978626194	8.75238451491182	8.63573913832717	8.65127867441645	8.46614099589703	8.47508873640148	8.49558193073757	8.22060675292242	8.43281800777133	8.44886426544475	8.41753228166187	8.44386037822538	8.58330637924383	8.57399676935475	8.51809102501778	8.65493318293235	8.52503300860538	8.37399817865126	8.50441357441117	8.29361971780721	8.28425024031377	8.31141027811873	8.41495556482384	8.54856426848872	8.44569201779503	8.52210787461047	8.60031410171705	8.46747008022277	8.54613705455427	8.44993721941728	8.47563836653936	8.33204438051846	8.27722788762109	8.4412886765236	8.36548117088709	8.31286690145993
ENSRNOG00000048961	8.93896323734765	8.91721405502451	8.46832479422849	8.59729965668683	9.02690692311357	9.34719960366737	9.79425193723884	9.20238097233931	9.01944236028855	8.98042427879745	8.5958490035476	8.60661528273667	8.64485585806406	8.79785952692789	8.73791102554196	8.77334418165132	9.08334971965477	9.25893749112771	9.50524188011777	9.20415848324813	9.02002449614293	8.98768164765857	8.80162036537691	9.37008946143116	8.66300493535692	8.99810627019207	8.6394859576823	8.70175882569355	9.05522138950976	9.41083560206133	9.55438837827107	9.27022726105737	9.4933773360091	8.7941465031528	8.93266481985015	8.59856445675123
ENSRNOG00000058914	10.216515	10.38909	10.30218	10.14043	10.28775	10.28829	10.178975	10.11843	10.09376	10.20475	10.28657	10.25052	10.27824	10.31414	10.22158	10.30474	10.13103	10.24008	10.216985	10.22458	10.17234	10.23149	10.22587	10.1483	10.212375	10.19612	10.2935	10.23422	10.20374	10.30064	10.203575	10.29427	10.22999	10.27086	10.26337	10.22098
ENSRNOG00000058914	11.408345	11.4927	11.35989	11.3466	11.39757	11.31303	11.293915	11.36797	11.2864	11.35794	11.29827	11.35526	11.47804	11.50199	11.33168	11.36381	11.27765	11.34797	11.319005	11.29729	11.34349	11.38658	11.36312	11.42222	11.253255	11.29445	11.29303	11.21983	11.32838	11.34305	11.291665	11.33373	11.35864	11.38452	11.39651	11.28504
ENSRNOG00000059334	9.3975375	9.559935	9.680808	9.760426	9.800438	9.83523	9.637198	9.604343	9.473233	9.518051	9.476213	9.520874	9.4492085	9.384594	9.675796	9.792431	9.774032	9.822536	9.675954	9.544937	9.537665	9.500982	9.473592	9.425554	9.4002655	9.726884	9.787838	9.550276	9.705602	9.789777	9.7082205	9.512264	9.591764	9.56519	9.495829	9.508127
ENSRNOG00000059334	8.849039	8.735687	8.746333	8.840904	8.746974	8.701268	8.7819575	8.864364	8.817784	8.823289	8.866157	8.955605	8.9263335	8.715408	8.639654	8.763385	8.65078	8.721509	8.7716875	8.716397	8.978055	8.816615	8.897303	8.929599	8.868783	8.79316	8.795876	8.685552	8.705876	8.738325	8.7709025	8.773372	8.837383	8.874701	8.829067	8.810105
