ID	CT18	CT20	CT22	CT24	CT26	CT28	CT30	CT32	CT34	CT36	CT38	CT40	CT42	CT44	CT46	CT48	CT50	CT52	CT54	CT56	CT58	CT60	CT62	CT64
ENSMUSG00000036438	2361.1	2115.3	2186.7	2383.3	2060.3	2470.4	2163.5	2390.3	2386.3	2192	2167.7	2494.7	2347.9	2350.5	2298.6	2440.1	2130.5	2136.1	2176.6	2650.5	2216.9	2185.6	2075.1	2228.9
ENSMUSG00000038026	36	38.4	42.6	40.6	38.7	43.8	42.8	38.8	46.6	44.2	42.6	39.1	40.3	37.8	40.1	39.6	37.2	36.6	39.1	41.2	39.3	42.1	41.5	39.4
ENSMUSG00000038473	109.5	99.6	121.4	137.8	106.3	100.9	98	103.1	107.8	111.3	117.7	115.8	109.1	98.7	100	110.7	110.4	111.2	106	105.5	108.4	122.9	120.9	118
ENSMUSG00000038811	46.7	45	50.1	54.5	45.8	48.3	49	49.7	42.2	46.1	44.4	48.9	47.5	47.7	53.8	51.2	50.1	47	46.4	47	46.8	51.3	42.9	45.9
ENSMUSG00000039943	600	614.5	608.3	519.8	597.7	608.1	627.4	652.4	601.3	618.5	644.5	605.7	597.7	619.4	632.9	566.3	535.4	590.3	586.8	646	558.7	605.6	630.4	561.5
ENSMUSG00000040061	59.7	64.5	78.5	92.2	49.5	52.2	45.5	45.1	46.7	59	44.1	52	74.5	59	78.8	62.6	47.1	49.1	47.9	59.9	46.9	62.3	46.7	51.7
ENSMUSG00000041624	234.3	266.8	260.9	269.7	295.6	326.4	284.7	309.7	259	225	267.8	272.1	272.4	297.1	238.7	305.4	279	312	293.3	247.1	248	234.6	303.1	283.4
ENSMUSG00000042644	191.3	210.4	226.4	244.2	188.8	179.3	197	187.7	206.8	206.3	173.9	163.4	214.3	206.4	244.7	198.3	189.2	189.8	205.2	226.9	189.9	171.7	176.9	191.6
ENSMUSG00000043301	34.5	32.7	33.5	37.5	34.2	32.5	33.2	33.7	34.7	38.5	34.1	35.3	35.3	32.7	32.3	33.5	33.4	32.4	32.8	31	35.2	37.4	34.8	33.8
ENSMUSG00000048240	145.7	129.9	126.7	142.9	150.3	134.9	135.2	133.7	136.3	151.6	135.1	128	135.6	125	121.8	130.8	135.6	130.4	128.3	134.7	135.2	148.2	136.1	134.6
ENSMUSG00000049892	71.4	84.5	90.5	98.2	80.4	67.9	85.2	97	89.7	85.6	86.4	83.9	89.9	86.8	98.4	95.5	83.6	87.5	81.2	105.7	98.3	83.6	74.6	83.3
ENSMUSG00000050901	89.5	79.2	76.4	96.9	83.3	74.6	87.9	87.2	86	90.8	82.8	83.3	87	83.9	82.3	88	89.6	82.2	81.1	83	84.4	87.3	92.7	87
ENSMUSG00000050965	1109.1	1120.2	1129.5	1032.2	1131	1198.6	1192.8	1100.1	987.2	1059.7	1026	1020.5	1103.2	1120.6	1153.3	1246.7	1248.8	1126.3	1135.3	1158.1	954.9	929.2	965	963.9
ENSMUSG00000051177	96.5	106	103.7	93.6	103.5	110.9	100.6	102.1	94.7	91.6	99.6	89.9	105.7	103.5	88.7	94	94.7	108	98.5	91.8	87.5	83.7	89.1	101.1
ENSMUSG00000051331	119.9	132	119.9	117.3	135.2	132.1	138.4	118.4	110.3	118.3	120.7	123.4	114.7	112.7	117.3	105.5	130.1	124.7	120.4	122.8	110.7	114.1	113.6	125.3
ENSMUSG00000052889	109.9	155.1	208.6	217.6	102.6	110.1	106.5	100.8	100.7	105.7	101.7	114.9	198.9	163.5	239.7	122.9	86.8	86.6	91.7	90.4	89.6	106.2	81.6	97.3
ENSMUSG00000052920	310.8	446.3	404.6	366.6	452.6	488.9	573.9	572.8	466.5	339.7	365.8	400.4	429.1	418.1	427.5	385	415.5	508.3	610.6	620.8	448.9	454.6	493.5	513.4
ENSMUSG00000053819	975.9	953.3	983.2	832.5	877.6	979.8	998.5	957.3	938	969.3	841.1	928.8	996.5	973.4	1035.8	1021.1	980.5	963.7	976.1	1022.1	898.4	900.6	870.4	923
ENSMUSG00000054764	26.7	25.1	27	27.9	28.6	26	26.2	25.7	27.2	27.1	27.3	27.3	26.6	25.2	25	29	27	29.3	26.5	24.4	26.8	28.5	27.2	27.8
ENSMUSG00000055866	263.5	203.6	163	164.5	186.7	183.4	274.1	410.8	406	369.6	383.8	314.1	254.3	184.1	164	162.5	175.8	205.7	279.9	419.6	376.7	363.3	337.2	244.5
ENSMUSG00000057378	65.4	64	63.7	70.9	71.9	66.7	63.3	67.5	73.6	78	72.9	73.9	66.5	63	63.7	65.1	66.3	69.6	64.3	68.2	73.2	75.6	70	67.1
ENSMUSG00000057614	118	201.5	231.9	290.7	157.5	170.9	170.6	193.2	140	156.7	119.5	143.5	164.7	183.5	167.3	191	144.8	146.4	146.6	155	119.5	124.1	133.7	165.4
ENSMUSG00000057897	1853.8	1756.6	1896.1	1602.8	1978.7	2021.4	1914.9	1993.7	1885.9	1724.2	1916.2	1932.2	1658.1	1832.3	1715.9	1755.6	1978.4	2052.2	2078.7	1720.5	1880.4	1844.8	1825.5	1914.2
ENSMUSG00000059003	30.3	34.2	31.5	39.5	37.1	32.6	27.3	31.3	31.8	37.4	34.2	34.5	31.6	29.8	30.7	29.8	34.7	30.8	29	29.3	30.7	35.3	32.8	34
ENSMUSG00000063065	512.6	598.8	577.5	481.9	598.6	590.8	607	563.8	508.8	511.7	572.5	542.3	503.5	538.4	522.6	513.7	502.5	560.4	555	511.1	480.6	482.6	525.5	543.1
ENSMUSG00000063130	40.6	47.3	43.9	48.3	42.7	43.4	39.3	37.9	47.8	52.3	47.3	52.2	43.2	45.7	47.5	47.3	45.8	49	35.5	41.1	46.9	63.5	50.4	50.6
ENSMUSG00000063358	1967.9	2015.4	1931.4	1851.2	1986.5	2040.1	1964.5	2040.7	1951.6	1987.5	2008.1	2094.1	1999	2152.6	2068.2	1985.6	2126.9	2008.3	2014.8	2075.6	1926.5	1971	2097.3	2007.7
ENSMUSG00000063594	50.6	41.2	46.1	47	45.1	50.3	44.5	43.6	45.2	44.6	40.7	41.8	49.7	45.5	45.2	46.7	43.4	39.6	45.9	50.6	47	48.3	42.5	43.2
ENSMUSG00000068523	2138.1	2079	2096.6	1948.1	1973.9	2090.1	2144.1	2034.3	1964.5	1833.3	1826.7	1983.4	1966.1	1824.1	2160.3	2054.5	2032.4	2167.4	2242.9	1947	2136.8	1784.2	2011.3	1957.6
ENSMUSG00000068523	172.3	204.2	246.2	178	169.4	205.2	213.3	191.3	190.4	164.6	135.2	187.5	192	192.6	204	191.4	193.8	251.9	210.9	177.5	199.6	186.5	231.2	194.5
ENSMUSG00000099269	29.9	29.9	26	28	29.5	25.5	24.5	27	26.2	28.8	28	28.3	26.1	24.8	28.5	26.5	25.2	23.7	24.9	27.8	28.6	32	27.3	27.8
