Affy.ID	Gene.ID	Gene.Type
10338558	ENSMUSG00000029405	protein_coding
10338563	ENSMUSG00000020459	protein_coding
10338565	ENSMUSG00000038160	protein_coding
10338567	ENSMUSG00000030058	protein_coding
10338575	ENSMUSG00000028759	protein_coding
10338578	ENSMUSG00000030058	protein_coding
10338585	ENSMUSG00000004207	protein_coding
10338595	ENSMUSG00000020368	protein_coding
10338601	ENSMUSG00000070733	protein_coding
10338602	ENSMUSG00000005442	protein_coding
10338603	ENSMUSG00000005442	protein_coding
10338604	ENSMUSG00000021282	protein_coding
10338605	ENSMUSG00000008855	protein_coding
10338610	ENSMUSG00000019868	protein_coding
10338611	ENSMUSG00000026878	protein_coding
10338613	ENSMUSG00000029405	protein_coding
10338615	ENSMUSG00000040688	protein_coding
10338616	ENSMUSG00000036733	protein_coding
10338619	ENSMUSG00000005442	protein_coding
10338621	ENSMUSG00000067851	protein_coding
10338623	ENSMUSG00000036733	protein_coding
10338627	ENSMUSG00000029405	protein_coding
10338635	ENSMUSG00000005442	protein_coding
10338636	ENSMUSG00000030751	protein_coding
10338639	ENSMUSG00000015341	protein_coding
10338644	ENSMUSG00000040688	protein_coding
10338654	ENSMUSG00000022100	protein_coding
10338655	ENSMUSG00000026553	protein_coding
10338662	ENSMUSG00000028677	protein_coding
10338664	ENSMUSG00000055204	protein_coding
10338665	ENSMUSG00000020459	protein_coding
10338672	ENSMUSG00000037373	protein_coding
10338673	ENSMUSG00000004207	protein_coding
10338674	ENSMUSG00000022100	protein_coding
10338677	ENSMUSG00000022770	protein_coding
10338679	ENSMUSG00000025261	protein_coding
10338681	ENSMUSG00000030058	protein_coding
10338682	ENSMUSG00000029405	protein_coding
10338683	ENSMUSG00000067851	protein_coding
10338687	ENSMUSG00000019295	protein_coding
10338688	ENSMUSG00000005442	protein_coding
10338693	ENSMUSG00000027598	protein_coding
10338698	ENSMUSG00000032112	protein_coding
10338700	ENSMUSG00000027598	protein_coding
10338708	ENSMUSG00000029234	protein_coding
10338709	ENSMUSG00000027598	protein_coding
10338712	ENSMUSG00000020794	protein_coding
10338713	ENSMUSG00000014355	protein_coding
10338715	ENSMUSG00000020936	protein_coding
10338718	ENSMUSG00000028797	protein_coding
10338725	ENSMUSG00000026553	protein_coding
10338726	ENSMUSG00000008855	protein_coding
10338727	ENSMUSG00000055204	protein_coding
10338728	ENSMUSG00000071659	protein_coding
10338730	ENSMUSG00000037373	protein_coding
10338733	ENSMUSG00000022898	protein_coding
10338738	ENSMUSG00000008855	protein_coding
10338741	ENSMUSG00000028797	protein_coding
10338743	ENSMUSG00000028797	protein_coding
10338745	ENSMUSG00000026878	protein_coding
10338751	ENSMUSG00000008855	protein_coding
10338758	ENSMUSG00000026553	protein_coding
10338760	ENSMUSG00000022100	protein_coding
10338761	ENSMUSG00000040688	protein_coding
10338763	ENSMUSG00000020519	protein_coding
10338764	ENSMUSG00000020936	protein_coding
10338767	ENSMUSG00000022770	protein_coding
10338772	ENSMUSG00000022100	protein_coding
10338773	ENSMUSG00000055204	protein_coding
10338779	ENSMUSG00000055204	protein_coding
10338780	ENSMUSG00000087260	protein_coding
10338786	ENSMUSG00000021327	protein_coding
10338789	ENSMUSG00000034820	protein_coding
10338791	ENSMUSG00000034820	protein_coding
10338797	ENSMUSG00000028759	protein_coding
10338802	ENSMUSG00000022193	protein_coding
10338810	ENSMUSG00000027598	protein_coding
10338811	ENSMUSG00000030058	protein_coding
10338812	ENSMUSG00000020088	protein_coding
10338815	ENSMUSG00000037373	protein_coding
10338817	ENSMUSG00000007036	protein_coding
10338826	ENSMUSG00000022898	protein_coding
10338829	ENSMUSG00000014355	protein_coding
10338830	ENSMUSG00000014355	protein_coding
10338831	ENSMUSG00000037373	protein_coding
10338832	ENSMUSG00000001018	protein_coding
10338835	ENSMUSG00000032803	protein_coding
10338836	ENSMUSG00000078713	protein_coding
10338837	ENSMUSG00000028677	protein_coding
10338841	ENSMUSG00000028797	protein_coding
10338847	ENSMUSG00000020936	protein_coding
10338848	ENSMUSG00000037373	protein_coding
10338851	ENSMUSG00000026878	protein_coding
10338853	ENSMUSG00000020936	protein_coding
10338854	ENSMUSG00000021556	protein_coding
10338856	ENSMUSG00000024309	protein_coding
10338861	ENSMUSG00000079477	protein_coding
10338865	ENSMUSG00000028677	protein_coding
10338870	ENSMUSG00000014355	protein_coding
10338872	ENSMUSG00000020088	protein_coding
10338875	ENSMUSG00000068328	protein_coding
10338876	ENSMUSG00000002332	protein_coding
10338880	ENSMUSG00000067851	protein_coding
10338883	ENSMUSG00000021556	protein_coding
10338885	ENSMUSG00000036733	protein_coding
10338890	ENSMUSG00000029446	protein_coding
10338895	ENSMUSG00000067851	protein_coding
10338906	ENSMUSG00000022770	protein_coding
10338907	ENSMUSG00000026553	protein_coding
10338910	ENSMUSG00000022770	protein_coding
10338913	ENSMUSG00000026553	protein_coding
10338918	ENSMUSG00000022770	protein_coding
10338920	ENSMUSG00000020368	protein_coding
10338926	ENSMUSG00000079477	protein_coding
10338938	ENSMUSG00000027598	protein_coding
10338945	ENSMUSG00000020459	protein_coding
10338947	ENSMUSG00000024309	protein_coding
10338948	ENSMUSG00000027598	protein_coding
10338954	ENSMUSG00000025261	protein_coding
10338960	ENSMUSG00000022898	protein_coding
10338963	ENSMUSG00000030751	protein_coding
10338968	ENSMUSG00000030751	protein_coding
10338972	ENSMUSG00000034820	protein_coding
10338973	ENSMUSG00000014355	protein_coding
10338974	ENSMUSG00000026965	protein_coding
10338977	ENSMUSG00000027598	protein_coding
10338978	ENSMUSG00000026878	protein_coding
10338981	ENSMUSG00000025224	protein_coding
10338984	ENSMUSG00000038160	protein_coding
10338987	ENSMUSG00000055204	protein_coding
10338988	ENSMUSG00000025156	protein_coding
10338990	ENSMUSG00000020459	protein_coding
10338992	ENSMUSG00000026553	protein_coding
10338993	ENSMUSG00000008855	protein_coding
10338994	ENSMUSG00000027598	protein_coding
10338996	ENSMUSG00000020088	protein_coding
10339004	ENSMUSG00000028646	protein_coding
10339005	ENSMUSG00000024712	protein_coding
10339008	ENSMUSG00000029446	protein_coding
10339016	ENSMUSG00000020459	protein_coding
10339023	ENSMUSG00000014355	protein_coding
10339025	ENSMUSG00000020088	protein_coding
10339030	ENSMUSG00000021096	protein_coding
10339034	ENSMUSG00000025224	protein_coding
10339035	ENSMUSG00000008855	protein_coding
10339036	ENSMUSG00000026553	protein_coding
10339037	ENSMUSG00000005442	protein_coding
10339051	ENSMUSG00000037373	protein_coding
10339057	ENSMUSG00000034820	protein_coding
10339059	ENSMUSG00000026553	protein_coding
10339062	ENSMUSG00000030058	protein_coding
10339063	ENSMUSG00000027598	protein_coding
10339064	ENSMUSG00000024740	protein_coding
10339065	ENSMUSG00000020368	protein_coding
10339066	ENSMUSG00000021096	protein_coding
10339070	ENSMUSG00000001018	protein_coding
10339071	ENSMUSG00000035505	protein_coding
10339078	ENSMUSG00000029446	protein_coding
10339079	ENSMUSG00000030058	protein_coding
10339090	ENSMUSG00000025224	protein_coding
10339091	ENSMUSG00000014355	protein_coding
10339093	ENSMUSG00000025261	protein_coding
10339095	ENSMUSG00000036733	protein_coding
10339097	ENSMUSG00000022365	protein_coding
10339098	ENSMUSG00000020459	protein_coding
10339101	ENSMUSG00000036241	protein_coding
10339106	ENSMUSG00000020708	protein_coding
10339110	ENSMUSG00000032112	protein_coding
10339112	ENSMUSG00000026553	protein_coding
10339114	ENSMUSG00000022770	protein_coding
10339115	ENSMUSG00000025224	protein_coding
10339117	ENSMUSG00000029446	protein_coding
10339127	ENSMUSG00000038160	protein_coding
10339129	ENSMUSG00000005442	protein_coding
10339131	ENSMUSG00000037373	protein_coding
10339132	ENSMUSG00000027598	protein_coding
10339134	ENSMUSG00000021556	protein_coding
10339139	ENSMUSG00000026553	protein_coding
10339140	ENSMUSG00000044600	protein_coding
10339142	ENSMUSG00000025224	protein_coding
10339145	ENSMUSG00000067851	protein_coding
10339147	ENSMUSG00000012819	protein_coding
10339148	ENSMUSG00000007036	protein_coding
10339153	ENSMUSG00000030058	protein_coding
10339156	ENSMUSG00000014355	protein_coding
10339158	ENSMUSG00000028759	protein_coding
10339161	ENSMUSG00000030868	protein_coding
10339163	ENSMUSG00000014355	protein_coding
10339165	ENSMUSG00000036835	protein_coding
10339174	ENSMUSG00000022100	protein_coding
10339176	ENSMUSG00000005982	protein_coding
10339177	ENSMUSG00000028759	protein_coding
10339179	ENSMUSG00000070733	protein_coding
10339185	ENSMUSG00000033020	protein_coding
10339186	ENSMUSG00000021096	protein_coding
10339187	ENSMUSG00000037373	protein_coding
10339188	ENSMUSG00000020368	protein_coding
10339191	ENSMUSG00000022770	protein_coding
10339192	ENSMUSG00000008855	protein_coding
10339198	ENSMUSG00000026878	protein_coding
10339207	ENSMUSG00000005442	protein_coding
10339210	ENSMUSG00000020088	protein_coding
10339212	ENSMUSG00000028677	protein_coding
10339214	ENSMUSG00000005442	protein_coding
10339216	ENSMUSG00000026965	protein_coding
10339221	ENSMUSG00000026553	protein_coding
10339224	ENSMUSG00000022100	protein_coding
10339225	ENSMUSG00000014355	protein_coding
10339226	ENSMUSG00000022770	protein_coding
10339227	ENSMUSG00000026553	protein_coding
10339231	ENSMUSG00000025261	protein_coding
10339232	ENSMUSG00000029446	protein_coding
10339237	ENSMUSG00000040688	protein_coding
10339238	ENSMUSG00000014355	protein_coding
10339239	ENSMUSG00000008855	protein_coding
10339241	ENSMUSG00000008855	protein_coding
10339244	ENSMUSG00000021096	protein_coding
10339245	ENSMUSG00000036733	protein_coding
10339247	ENSMUSG00000038160	protein_coding
10339249	ENSMUSG00000022100	protein_coding
10339250	ENSMUSG00000028677	protein_coding
10339251	ENSMUSG00000033020	protein_coding
10339258	ENSMUSG00000026553	protein_coding
10339262	ENSMUSG00000020459	protein_coding
10339277	ENSMUSG00000029405	protein_coding
10339278	ENSMUSG00000014355	protein_coding
10339286	ENSMUSG00000013160	protein_coding
10339289	ENSMUSG00000029405	protein_coding
10339290	ENSMUSG00000028567	protein_coding
10339294	ENSMUSG00000008855	protein_coding
10339296	ENSMUSG00000022100	protein_coding
10339297	ENSMUSG00000068328	protein_coding
10339300	ENSMUSG00000008855	protein_coding
10339303	ENSMUSG00000025224	protein_coding
10339305	ENSMUSG00000028759	protein_coding
10339306	ENSMUSG00000007036	protein_coding
10339307	ENSMUSG00000035505	protein_coding
10339313	ENSMUSG00000024414	protein_coding
10339316	ENSMUSG00000022770	protein_coding
10339317	ENSMUSG00000008855	protein_coding
10339319	ENSMUSG00000036241	protein_coding
10339322	ENSMUSG00000008855	protein_coding
10339323	ENSMUSG00000005982	protein_coding
10339324	ENSMUSG00000030751	protein_coding
10339327	ENSMUSG00000021266	protein_coding
10339334	ENSMUSG00000020088	protein_coding
10339337	ENSMUSG00000001158	protein_coding
10339339	ENSMUSG00000021096	protein_coding
10339341	ENSMUSG00000013160	protein_coding
10339346	ENSMUSG00000025156	protein_coding
10339348	ENSMUSG00000028646	protein_coding
10339349	ENSMUSG00000020936	protein_coding
10339353	ENSMUSG00000008855	protein_coding
10339354	ENSMUSG00000014355	protein_coding
10339356	ENSMUSG00000020459	protein_coding
10339358	ENSMUSG00000028677	protein_coding
10339359	ENSMUSG00000020459	protein_coding
10339360	ENSMUSG00000029405	protein_coding
10339363	ENSMUSG00000037373	protein_coding
10339365	ENSMUSG00000013160	protein_coding
10339371	ENSMUSG00000025224	protein_coding
10339374	ENSMUSG00000028759	protein_coding
10339375	ENSMUSG00000020368	protein_coding
10339381	ENSMUSG00000022100	protein_coding
10339382	ENSMUSG00000021282	protein_coding
10339388	ENSMUSG00000013160	protein_coding
10339390	ENSMUSG00000022194	protein_coding
10339391	ENSMUSG00000071659	protein_coding
10339401	ENSMUSG00000008855	protein_coding
10339402	ENSMUSG00000022365	protein_coding
10339404	ENSMUSG00000028797	protein_coding
10339406	ENSMUSG00000028797	protein_coding
10339408	ENSMUSG00000001289	protein_coding
10339411	ENSMUSG00000025156	protein_coding
10339417	ENSMUSG00000028567	protein_coding
10339419	ENSMUSG00000034820	protein_coding
10339426	ENSMUSG00000026878	protein_coding
10339427	ENSMUSG00000022770	protein_coding
10339439	ENSMUSG00000037373	protein_coding
10339442	ENSMUSG00000029446	protein_coding
10339446	ENSMUSG00000001158	protein_coding
10339447	ENSMUSG00000004207	protein_coding
10339451	ENSMUSG00000022898	protein_coding
10339453	ENSMUSG00000022770	protein_coding
10339454	ENSMUSG00000005442	protein_coding
10339455	ENSMUSG00000027598	protein_coding
10339456	ENSMUSG00000025224	protein_coding
10339458	ENSMUSG00000026553	protein_coding
10339462	ENSMUSG00000030058	protein_coding
10339464	ENSMUSG00000014355	protein_coding
10339465	ENSMUSG00000014355	protein_coding
10339471	ENSMUSG00000030751	protein_coding
10339475	ENSMUSG00000005442	protein_coding
10339479	ENSMUSG00000024667	protein_coding
10339480	ENSMUSG00000001158	protein_coding
10339484	ENSMUSG00000010406	protein_coding
10339488	ENSMUSG00000020368	protein_coding
10339491	ENSMUSG00000021556	protein_coding
10339492	ENSMUSG00000025224	protein_coding
10339493	ENSMUSG00000070733	protein_coding
10339495	ENSMUSG00000029405	protein_coding
10339497	ENSMUSG00000010406	protein_coding
10339499	ENSMUSG00000025224	protein_coding
10339500	ENSMUSG00000001158	protein_coding
10339502	ENSMUSG00000024740	protein_coding
10339503	ENSMUSG00000067851	protein_coding
10339504	ENSMUSG00000008855	protein_coding
10339505	ENSMUSG00000005982	protein_coding
10339510	ENSMUSG00000022100	protein_coding
10339518	ENSMUSG00000005442	protein_coding
10339523	ENSMUSG00000030751	protein_coding
10339524	ENSMUSG00000025261	protein_coding
10339529	ENSMUSG00000028677	protein_coding
10339530	ENSMUSG00000026965	protein_coding
10339534	ENSMUSG00000007036	protein_coding
10339545	ENSMUSG00000020368	protein_coding
10339553	ENSMUSG00000008855	protein_coding
10339559	ENSMUSG00000021556	protein_coding
10339562	ENSMUSG00000028759	protein_coding
10339564	ENSMUSG00000026878	protein_coding
10339565	ENSMUSG00000005442	protein_coding
10339572	ENSMUSG00000030058	protein_coding
10339577	ENSMUSG00000002332	protein_coding
10339578	ENSMUSG00000020368	protein_coding
10339580	ENSMUSG00000038848	protein_coding
10339581	ENSMUSG00000026965	protein_coding
10339582	ENSMUSG00000015341	protein_coding
10339589	ENSMUSG00000037373	protein_coding
10339595	ENSMUSG00000024740	protein_coding
10339606	ENSMUSG00000028759	protein_coding
10339607	ENSMUSG00000020459	protein_coding
10339613	ENSMUSG00000029446	protein_coding
10339619	ENSMUSG00000078923	protein_coding
10339624	ENSMUSG00000025156	protein_coding
10339626	ENSMUSG00000025261	protein_coding
10339630	ENSMUSG00000029405	protein_coding
10339631	ENSMUSG00000020936	protein_coding
10339642	ENSMUSG00000003346	protein_coding
10339649	ENSMUSG00000021556	protein_coding
10339652	ENSMUSG00000022365	protein_coding
10339653	ENSMUSG00000070733	protein_coding
10339656	ENSMUSG00000070733	protein_coding
10339657	ENSMUSG00000028759	protein_coding
10339659	ENSMUSG00000020519	protein_coding
10339665	ENSMUSG00000029405	protein_coding
10339666	ENSMUSG00000030868	protein_coding
10339667	ENSMUSG00000005442	protein_coding
10339670	ENSMUSG00000024740	protein_coding
10339671	ENSMUSG00000028677	protein_coding
10339674	ENSMUSG00000020936	protein_coding
10339677	ENSMUSG00000020088	protein_coding
10339685	ENSMUSG00000021096	protein_coding
10339686	ENSMUSG00000019295	protein_coding
10339692	ENSMUSG00000026965	protein_coding
10339697	ENSMUSG00000079477	protein_coding
10339703	ENSMUSG00000029405	protein_coding
10339704	ENSMUSG00000020459	protein_coding
10339707	ENSMUSG00000028646	protein_coding
10339708	ENSMUSG00000001018	protein_coding
10339710	ENSMUSG00000025224	protein_coding
10339712	ENSMUSG00000036299	protein_coding
10339717	ENSMUSG00000036733	protein_coding
10339722	ENSMUSG00000025261	protein_coding
10339726	ENSMUSG00000021266	protein_coding
10339728	ENSMUSG00000026965	protein_coding
10339729	ENSMUSG00000025224	protein_coding
10339737	ENSMUSG00000020368	protein_coding
10339740	ENSMUSG00000022100	protein_coding
10339741	ENSMUSG00000026553	protein_coding
10339744	ENSMUSG00000036733	protein_coding
10339746	ENSMUSG00000014355	protein_coding
10339748	ENSMUSG00000027598	protein_coding
10339749	ENSMUSG00000022100	protein_coding
10339750	ENSMUSG00000021266	protein_coding
10339753	ENSMUSG00000025224	protein_coding
10339754	ENSMUSG00000014355	protein_coding
10339756	ENSMUSG00000070733	protein_coding
10339760	ENSMUSG00000005442	protein_coding
10339762	ENSMUSG00000025261	protein_coding
10339764	ENSMUSG00000022770	protein_coding
10339765	ENSMUSG00000021266	protein_coding
10339766	ENSMUSG00000030058	protein_coding
10339768	ENSMUSG00000014355	protein_coding
10339774	ENSMUSG00000025224	protein_coding
10339775	ENSMUSG00000041645	protein_coding
10339779	ENSMUSG00000027598	protein_coding
10339780	ENSMUSG00000025224	protein_coding
10339781	ENSMUSG00000027598	protein_coding
10339784	ENSMUSG00000026878	protein_coding
10339785	ENSMUSG00000002332	protein_coding
10339786	ENSMUSG00000005442	protein_coding
10339787	ENSMUSG00000004207	protein_coding
10339794	ENSMUSG00000024712	protein_coding
10339796	ENSMUSG00000070733	protein_coding
10339798	ENSMUSG00000008855	protein_coding
10339802	ENSMUSG00000040688	protein_coding
10339807	ENSMUSG00000027828	protein_coding
10339811	ENSMUSG00000028677	protein_coding
10339812	ENSMUSG00000027828	protein_coding
10339814	ENSMUSG00000002332	protein_coding
10339820	ENSMUSG00000001289	protein_coding
10339823	ENSMUSG00000022100	protein_coding
10339825	ENSMUSG00000020459	protein_coding
10339836	ENSMUSG00000024309	protein_coding
10339846	ENSMUSG00000027598	protein_coding
10339849	ENSMUSG00000014355	protein_coding
10339855	ENSMUSG00000035505	protein_coding
10339859	ENSMUSG00000032803	protein_coding
10339862	ENSMUSG00000005442	protein_coding
10339864	ENSMUSG00000026553	protein_coding
10339866	ENSMUSG00000026553	protein_coding
10339873	ENSMUSG00000026553	protein_coding
10339874	ENSMUSG00000027598	protein_coding
10339876	ENSMUSG00000026553	protein_coding
10339877	ENSMUSG00000008855	protein_coding
10339885	ENSMUSG00000022100	protein_coding
10339888	ENSMUSG00000026878	protein_coding
10339889	ENSMUSG00000038160	protein_coding
10339894	ENSMUSG00000001289	protein_coding
10339898	ENSMUSG00000036733	protein_coding
10339900	ENSMUSG00000020088	protein_coding
10339909	ENSMUSG00000026878	protein_coding
10339913	ENSMUSG00000026553	protein_coding
10339928	ENSMUSG00000024740	protein_coding
10339931	ENSMUSG00000025261	protein_coding
10339933	ENSMUSG00000026553	protein_coding
10339936	ENSMUSG00000004207	protein_coding
10339940	ENSMUSG00000014355	protein_coding
10339945	ENSMUSG00000007036	protein_coding
10339949	ENSMUSG00000030751	protein_coding
10339952	ENSMUSG00000022770	protein_coding
10339956	ENSMUSG00000028646	protein_coding
10339957	ENSMUSG00000040688	protein_coding
10339961	ENSMUSG00000025224	protein_coding
10339962	ENSMUSG00000029405	protein_coding
10339963	ENSMUSG00000020088	protein_coding
10339965	ENSMUSG00000026553	protein_coding
10339969	ENSMUSG00000020794	protein_coding
10339976	ENSMUSG00000079477	protein_coding
10339977	ENSMUSG00000025224	protein_coding
10339978	ENSMUSG00000028759	protein_coding
10339979	ENSMUSG00000037373	protein_coding
10339980	ENSMUSG00000024740	protein_coding
10339984	ENSMUSG00000022365	protein_coding
10339988	ENSMUSG00000026965	protein_coding
10339993	ENSMUSG00000022770	protein_coding
10339994	ENSMUSG00000022770	protein_coding
10340001	ENSMUSG00000028070	protein_coding
10340005	ENSMUSG00000025224	protein_coding
10340010	ENSMUSG00000014355	protein_coding
10340013	ENSMUSG00000020794	protein_coding
10340025	ENSMUSG00000004207	protein_coding
10340032	ENSMUSG00000035505	protein_coding
10340034	ENSMUSG00000021327	protein_coding
10340036	ENSMUSG00000025224	protein_coding
10340038	ENSMUSG00000029234	protein_coding
10340048	ENSMUSG00000025224	protein_coding
10340051	ENSMUSG00000022100	protein_coding
10340052	ENSMUSG00000020368	protein_coding
10340053	ENSMUSG00000021327	protein_coding
10340055	ENSMUSG00000014355	protein_coding
10340059	ENSMUSG00000035505	protein_coding
10340060	ENSMUSG00000070733	protein_coding
10340065	ENSMUSG00000026553	protein_coding
10340067	ENSMUSG00000026634	protein_coding
10340069	ENSMUSG00000027598	protein_coding
10340074	ENSMUSG00000028567	protein_coding
10340080	ENSMUSG00000026553	protein_coding
10340084	ENSMUSG00000036733	protein_coding
10340085	ENSMUSG00000025224	protein_coding
10340086	ENSMUSG00000055204	protein_coding
10340089	ENSMUSG00000014355	protein_coding
10340092	ENSMUSG00000008855	protein_coding
10340093	ENSMUSG00000028677	protein_coding
10340094	ENSMUSG00000024712	protein_coding
10340097	ENSMUSG00000005442	protein_coding
10340104	ENSMUSG00000021555	protein_coding
10340112	ENSMUSG00000007036	protein_coding
10340113	ENSMUSG00000041645	protein_coding
