ID	ZT00	ZT06	ZT12	ZT18
FBgn0259823	0.586	0.114	0.402	0.679
FBgn0259824	10.851	8.815	7.59	7.747
FBgn0259831	2.698	2.599	4.319	2.913
FBgn0259876	1.894	2.116	2.098	2.666
FBgn0259896	56.235	75.836	59.216	67.771
FBgn0259916	12.833	16.871	9.922	11.503
FBgn0259916	11.803	15.514	9.077	10.648
FBgn0259917	26.019	33.843	33.298	34.979
FBgn0259922	0.099	0.506	1.15	6.353
FBgn0259923	10.414	13.139	10.428	13.807
FBgn0259923	10.857	13.926	10.985	14.52
FBgn0259923	11.347	14.675	11.573	15.24
FBgn0259927	3.278	2.711	2.27	1.809
FBgn0259927	1.619	1.013	0.968	1.213
FBgn0259932	27.396	28.632	29.708	30.037
FBgn0259932	28.248	29.085	30.798	30.713
FBgn0259932	29.009	29.637	31.832	31.627
FBgn0259937	10.978	8.93	4.256	5.481
FBgn0259937	15.856	12.936	6.89	8.138
FBgn0259937	10.535	8.548	4.672	5.499
FBgn0259938	22.102	20.307	20.653	20.156
FBgn0259938	23.093	21.014	20.672	20.698
FBgn0259938	23.491	21.401	21.066	21.002
FBgn0259951	0.127	0.163	1.13	2.611
FBgn0259956	2.012	1.292	1.004	1.701
FBgn0259957	2.704	0	0.662	0.385
FBgn0259958	0.343	0.514	1.02	0.456
FBgn0259960	0	0.242	0.344	0
FBgn0259964	9.335	2.946	8.792	2.418
FBgn0259966	0.615	0.868	1.265	1.062
FBgn0259967	0.119	0.687	0.979	0.632
FBgn0259970	0.975	0.417	0.892	0.864
FBgn0259973	0.285	0	0.196	0
FBgn0259975	7.017	4.076	28.195	23.199
FBgn0259978	19.685	25.527	20.985	27.103
FBgn0259978	20.122	25.957	21.377	27.475
FBgn0259978	20.638	26.57	22.074	28.143
FBgn0259978	20.36	26.339	21.878	27.86
FBgn0259979	74.281	89.005	84.282	102.788
FBgn0259982	4.662	6.559	5.92	5.337
FBgn0259984	2.361	1.278	1.447	1.91
FBgn0259984	2.333	1.258	1.435	1.853
FBgn0259984	2.374	1.23	1.403	1.827
FBgn0259986	0.193	0.035	0.227	0.366
FBgn0259992	12.245	6.494	10.956	5.188
FBgn0259994	3.429	3.196	3.972	3.795
FBgn0259994	4.478	4.293	5.262	5.006
FBgn0259994	4.541	4.388	5.347	5.117
FBgn0260003	11.403	8.518	10.647	9.823
FBgn0260003	13.891	11.795	14.533	13.776
FBgn0260003	10.929	8.243	10.228	9.481
FBgn0260004	21.338	34.972	38.914	13.388
FBgn0260004	21.458	36.702	39.192	13.424
FBgn0260005	8.364	0.588	0.954	1.029
FBgn0260005	8.546	0.602	0.965	1.054
FBgn0260006	17.003	0.8	1.627	0.628
FBgn0260008	187.799	212.943	243.065	207.434
FBgn0260008	165.266	188.904	214.427	183.893
FBgn0260012	5.818	5.635	4.987	5.438
FBgn0260049	53.578	46.026	58.54	50.437
FBgn0260222	38.933	35.847	34.995	33.933
FBgn0260224	10.943	11.554	13.346	11.417
FBgn0260226	0	0	0	0.512
FBgn0260226	0	0	0	0.599
FBgn0260229	12.918	13.515	14.6	12.071
FBgn0260230	0.477	0.123	0.616	1.459
FBgn0260233	8.335	9.87	7.438	8.398
FBgn0260234	1.255	1.074	0.956	1.204
FBgn0260238	32.442	41.35	36.475	38.05
FBgn0260386	1.257	0.635	0.972	0.764
FBgn0260386	1.265	0.653	1	0.767
FBgn0260388	57.629	59.456	44.307	65.82
FBgn0260388	59.306	61.512	45.941	68.17
FBgn0260390	10.585	11.965	9.451	9.568
FBgn0260393	0.406	0	0.398	0.501
FBgn0260397	1.147	1.319	1.104	1.254
FBgn0260397	1.161	1.319	1.066	1.222
FBgn0260397	1.164	1.297	1.086	1.233
FBgn0260399	0.106	0.191	0.219	0.367
FBgn0260400	5.555	5.764	3.643	4.224
FBgn0260400	1.139	0.796	1.007	0.807
FBgn0260400	1.103	0.725	0.937	0.75
FBgn0260401	47.215	49.272	54.364	48.766
FBgn0260428	2.635	2.044	7.457	24.948
FBgn0260429	1.539	1.196	1.195	1.265
FBgn0260430	0.09	0	0.062	0.3
FBgn0260434	0	0	0	0
FBgn0260439	84.269	90.448	89.358	90.419
FBgn0260439	82.407	88.804	87.492	88.985
FBgn0260441	1879.176	1875.921	1876.448	1857.287
FBgn0260442	28.584	28.966	25.074	26.284
FBgn0260442	17.208	15.295	13.9	15.64
FBgn0260442	17.035	15.097	13.719	15.444
FBgn0260442	31.149	32.523	28.342	29.255
FBgn0260442	30.536	31.659	27.619	28.501
FBgn0260444	9.185	10.774	9.463	10.544
FBgn0260446	0.451	0.3	0.486	0.449
FBgn0260450	6.534	5.939	5.658	6.146
FBgn0260451	0.985	0.551	1.212	2.482
FBgn0260453	0.879	0.37	0.641	2.481
FBgn0260456	9.76	10.046	7.354	7.143
FBgn0260458	9.404	10.925	9.341	9.672
FBgn0260461	3.966	4.445	4.7	14.996
FBgn0260462	87.055	78.32	67.2	75.027
FBgn0260463	1.299	1.075	1.165	0.896
FBgn0260463	0.068	0.058	0.015	0
FBgn0260464	28.081	33.18	26.508	30.061
FBgn0260466	0.571	0.642	0.955	3.722
FBgn0260468	33.733	46.068	39.703	39.8
FBgn0260468	33.217	45.421	39.166	39.289
FBgn0260470	0.985	0.551	1.212	2.482
FBgn0260475	2.986	0.706	0.566	0.992
FBgn0260480	0.672	0.611	0.922	5.844
FBgn0260481	0.538	0.299	1.156	3.119
FBgn0260482	7.224	0.447	0.844	0.427
FBgn0260484	6.569	8.517	9.647	8.284
FBgn0260484	0.448	0.494	0.791	0.553
FBgn0260484	6.351	8.297	9.516	8.082
FBgn0260486	4.335	5.775	5.994	4.443
FBgn0260486	4.341	5.773	6.002	4.449
FBgn0260486	4.372	5.801	6.046	4.464
FBgn0260486	4.339	5.771	6	4.447
FBgn0260487	0.34	0.31	0.385	0.581
FBgn0260632	14.611	10.143	11.339	7.471
FBgn0260632	13.538	6.815	8.962	6.404
FBgn0260632	13.913	6.938	8.925	6.491
FBgn0260634	3.674	3.645	3.743	5.686
FBgn0260635	151.013	115.124	104.243	128.982
FBgn0260635	132.721	101.237	91.987	113.695
FBgn0260635	126.373	94.696	87.318	108.85
FBgn0260642	0.736	0.483	0.593	0.627
FBgn0260642	1.094	1.029	1.112	1.215
FBgn0260642	1.248	1.107	1.453	1.435
FBgn0260642	1.237	1.11	1.456	1.439
FBgn0260642	1.063	1.028	1.227	1.233
FBgn0260646	0.492	0	0.169	0.327
FBgn0260653	3.549	2.943	3.023	2.378
FBgn0260653	3.264	2.594	2.648	2.168
FBgn0260655	4.582	5.471	5.206	5.116
FBgn0260657	0.537	0.423	0.499	0.644
FBgn0260657	0.542	0.427	0.504	0.65
FBgn0260657	0.512	0.405	0.526	0.555
FBgn0260657	0.594	0.473	0.506	0.694
FBgn0260657	0.513	0.406	0.528	0.557
FBgn0260658	0.224	0.196	0.288	0.297
FBgn0260658	0.225	0.178	0.304	0.299
FBgn0260659	28.149	31.622	24.597	29.142
FBgn0260659	34.91	39.666	30.449	36.476
FBgn0260659	28.086	31.571	24.571	29.039
FBgn0260660	7.702	7.273	6.143	5.084
FBgn0260660	7.742	7.341	6.206	5.143
FBgn0260660	8.601	7.846	6.806	5.474
FBgn0260660	7.764	7.363	6.196	5.147
FBgn0260660	6.094	5.579	4.692	3.8
FBgn0260660	10.972	9.974	8.914	6.407
FBgn0260660	6.182	5.575	4.744	3.842
FBgn0260742	9.504	13.59	14.891	12.968
FBgn0260742	8.778	12.488	13.72	11.895
FBgn0260745	40.172	21.663	23.308	21.803
FBgn0260745	41.464	22.344	24.008	22.421
FBgn0260745	41.442	22.35	24.015	22.396
FBgn0260745	35.851	19.406	20.735	19.375
FBgn0260745	38.886	20.924	22.545	21.016
FBgn0260745	40.397	21.805	23.462	21.867
FBgn0260746	6.628	4.577	5.557	6.497
FBgn0260748	30.385	25.788	20.063	24.415
FBgn0260749	5.493	5.638	4.739	5.285
FBgn0260749	6.046	6.248	5.332	5.906
FBgn0260753	22.219	21.827	14.388	15.89
FBgn0260753	19.643	19.291	12.831	14.08
FBgn0260758	1.087	0.793	1.864	8.961
FBgn0260759	35.601	49.853	63.556	49.265
FBgn0260761	3.17	2.759	3.48	14.088
FBgn0260761	3.251	2.768	3.539	14.275
FBgn0260762	3.249	2.862	3.576	14.708
FBgn0260767	7.076	2.726	8.025	5.766
FBgn0260771	2.174	3.904	3.393	3.098
FBgn0260775	26.605	23.149	24.15	25.709
FBgn0260775	44.418	39.16	39.854	42.981
FBgn0260777	0.388	0.042	0.222	0.602
FBgn0260779	4.902	6.708	6.892	6.888
FBgn0260793	0.274	0.057	0.239	0.437
FBgn0260794	14.371	14.952	11.551	13.517
FBgn0260794	12.954	12.887	9.549	11.854
FBgn0260794	13.077	13.011	9.642	11.983
FBgn0260794	12.934	12.864	9.531	11.842
FBgn0260794	13.433	13.604	10.037	12.471
FBgn0260794	14.005	14.317	11.114	12.971
FBgn0260795	11.977	9.328	10.866	8.287
FBgn0260795	13.328	10.217	12.461	9.166
FBgn0260798	19.548	18.854	17.926	18.032
FBgn0260855	40.183	47.107	39.96	40.207
FBgn0260858	23.979	30.847	28.01	27.245
FBgn0260859	16.532	19.046	19.827	19.63
FBgn0260866	15.736	10.05	10.499	8.924
FBgn0260870	0	0	0	0
FBgn0260871	0	0	0	0.171
FBgn0260874	0.937	1.732	1.208	1.867
FBgn0260874	0.951	1.758	1.2	1.894
FBgn0260933	38.492	29.072	31.998	33.63
FBgn0260934	44.193	35.248	34.43	39.144
FBgn0260934	36.457	30.65	29.658	34.834
FBgn0260934	44.099	35.278	34.326	39.325
FBgn0260934	39.797	33.319	32.449	39.743
FBgn0260934	38.85	34.016	31.955	39.19
FBgn0260934	44.141	35.34	34.352	39.309
FBgn0260934	36.346	32.137	30.122	35.785
FBgn0260935	6.102	6.878	6.561	6.798
FBgn0260936	13.859	15.16	13.494	20.369
FBgn0260936	15.55	17.069	15.823	21.648
FBgn0260938	4.704	4.494	3.833	4.111
FBgn0260940	17.047	22.609	21.318	20.972
FBgn0260941	5.689	6.318	7.019	6.788
FBgn0260941	2.944	3.092	2.568	3.684
FBgn0260941	5.663	6.298	6.997	6.766
FBgn0260941	1.647	1.624	1.436	1.872
FBgn0260941	1.642	1.625	1.438	1.872
FBgn0260942	2.176	3.296	2.563	2.674
FBgn0260942	2.279	3.433	2.616	2.854
FBgn0260943	0.917	0.707	0.629	0.792
FBgn0260943	1.289	0.899	0.909	1.137
FBgn0260943	1.01	0.571	0.538	0.901
FBgn0260943	1.048	0.728	0.768	0.868
FBgn0260945	11.629	8.989	4.632	9.467
FBgn0260953	0	0	0	0.036
FBgn0260954	0	0	0	0
FBgn0260954	0	0	0	0
FBgn0260959	9.503	10.068	10.919	14.355
FBgn0260959	8.737	9.884	9.168	13.631
FBgn0260959	9.989	10.559	11.426	15.244
FBgn0260960	68.94	38.663	25.713	19.77
FBgn0260964	4.111	3.548	2.222	2.062
FBgn0260964	1.668	1.279	0.934	0.982
FBgn0260964	3.578	3.12	1.777	1.685
FBgn0260965	1.481	1.045	0.947	1.081
FBgn0260968	0.13	0.417	0.357	0.173
FBgn0260970	6.792	6.217	5.694	5.818
FBgn0260970	6.811	6.255	5.714	5.829
FBgn0260972	154.362	131.779	110.147	136.277
FBgn0260985	8.946	7.47	6.819	6.099
FBgn0260986	0.253	0	0.069	0.235
FBgn0260987	21.715	22.027	23.555	23.021
FBgn0260990	11.919	11.776	10.119	10.204
FBgn0260991	0.509	0.189	0.533	1.121
FBgn0260991	0.547	0.176	0.495	1.074
FBgn0261004	2.043	2.001	1.316	2.152
FBgn0261014	106.685	148.157	202.267	188.131
FBgn0261014	101.229	140.611	192.148	178.462
FBgn0261015	84.041	87.525	90.491	76.528
FBgn0261015	95.078	100.14	103.685	86.615
FBgn0261015	84.431	88.161	90.9	77.151
FBgn0261016	12.369	10.671	12.655	11.33
FBgn0261020	21.788	26.931	25.487	25.307
FBgn0261041	0.585	0.233	0.491	0.797
FBgn0261046	0.267	0.114	0.232	0.319
FBgn0261046	0.396	0.255	0.225	0.372
FBgn0261049	5.317	6.025	4.197	5.299
FBgn0261053	4.95	0.648	0.734	0.973
FBgn0261053	4.947	0.647	0.732	0.971
FBgn0261054	0.344	0.11	0.59	0.457
FBgn0261055	3.683	2.879	8.02	5.107
FBgn0261055	2.895	2.9	6.276	3.924
FBgn0261058	0.48	0.137	0.586	0.213
FBgn0261058	0.31	0.133	0.496	0.069
FBgn0261059	0.595	0.491	0.758	0.961
FBgn0261065	4.896	6.99	6.78	6.304
FBgn0261086	0.385	0.232	0.297	0.352
FBgn0261089	0.841	0.665	0.355	0.774
FBgn0261090	0.683	0.374	0.32	0.376
FBgn0261108	15.407	19.882	14.546	22.774
FBgn0261112	7.158	9.602	9.738	12.858
FBgn0261113	258.507	225.063	186.623	210.798
FBgn0261113	280.991	245.494	202.124	228.34
FBgn0261113	233.63	202.798	168.375	190.564
FBgn0261113	286.581	251.863	206.631	234.982
FBgn0261238	5.35	4.127	4.157	4.751
FBgn0261238	5.633	4.458	5.11	6.008
FBgn0261238	5.7	4.53	5.17	6.067
FBgn0261238	8.245	6.231	6.556	7.566
FBgn0261238	5.167	4.018	4.032	4.621
FBgn0261238	4.441	3.447	3.473	4.103
FBgn0261238	5.228	3.933	4.249	5.166
FBgn0261238	5.756	4.598	5.223	6.173
FBgn0261239	3.002	1.953	1.949	1.928
FBgn0261239	3.244	2.231	2.094	1.919
FBgn0261243	62.687	70.775	114.072	86.523
FBgn0261243	60.158	67.917	109.061	83.051
FBgn0261243	59.575	67.244	107.993	82.232
FBgn0261244	4.637	4.732	3.787	3.746
FBgn0261244	2.791	2.47	2.121	1.872
FBgn0261244	2.331	2.08	1.815	1.579
FBgn0261245	7.099	6.828	6.699	6.372
FBgn0261258	15.987	8.938	12.787	9.572
FBgn0261258	15.846	8.914	12.703	9.575
FBgn0261261	5.854	3.578	3.008	2.948
FBgn0261262	7.26	5.959	10.198	5.888
FBgn0261262	10.198	7.898	13.091	7.293
FBgn0261262	6.3	5.214	8.68	5.316
FBgn0261266	0.351	0.375	0.2	0.543
FBgn0261268	13.029	14.212	15.414	19.534
FBgn0261268	11.314	12.614	12.601	19.855
FBgn0261268	12.552	14.035	13.932	20.814
FBgn0261270	12.005	14.191	11.09	8.84
FBgn0261274	28.862	39.82	27.891	32.138
FBgn0261277	3.206	1.171	1.63	1.248
FBgn0261279	5.524	4.589	3.969	4.496
FBgn0261279	14.499	11.746	12.066	12.38
FBgn0261285	8.432	10.695	10.063	9.185
FBgn0261286	2.998	2.559	2.068	2.233
FBgn0261289	0.454	0.073	0.156	0.226
FBgn0261291	0.08	0.051	0	0.212
FBgn0261293	0.107	0.069	0.074	0
FBgn0261341	2.705	1.796	1.668	1.838
FBgn0261356	0.293	0.038	0.08	0.506
FBgn0261357	0.897	0.165	1.23	2.256
FBgn0261358	0.897	0.165	1.23	2.256
FBgn0261360	0.29	0.206	0.156	0.248
FBgn0261360	0.286	0.211	0.167	0.26
FBgn0261360	0.287	0.211	0.16	0.254
FBgn0261363	1.339	0.821	1.51	1.206
FBgn0261380	12.266	14.656	17.797	15.037
FBgn0261385	0.842	0.469	0.687	0.623
FBgn0261386	0.31	0	0	0.206
FBgn0261394	129.49	152.686	336.753	283.725
FBgn0261397	3.099	2.406	2.375	4.622
FBgn0261436	42.391	56.59	43.706	59.082
FBgn0261437	15.567	19.092	25.26	23.601
FBgn0261439	103.109	80.251	83.718	84.008
FBgn0261439	106.35	82.617	86.325	86.493
FBgn0261439	106.282	82.718	86.334	86.428
FBgn0261444	19.446	24.265	22.576	23.216
FBgn0261444	23.374	29.593	27.356	28.212
FBgn0261444	15.192	19.493	16.088	19.223
FBgn0261445	18.599	14.355	13.374	16.123
FBgn0261446	6.706	4.517	4.826	4.073
FBgn0261456	12.64	16.366	13.336	15.096
FBgn0261458	72.893	65.268	77.123	63.022
FBgn0261458	87.785	78.693	93.432	76.13
FBgn0261461	17.127	13.507	14.778	19.384
FBgn0261501	0.908	0	0	1.005
FBgn0261502	0.491	0.379	1.349	2.939
FBgn0261506	0	0.255	0.908	0.792
FBgn0261507	0.641	0.494	0.176	0.937
FBgn0261508	579.437	7.054	40.916	3.823
FBgn0261509	0.707	0.119	0.357	0.536
FBgn0261509	0.71	0.127	0.361	0.541
FBgn0261509	0.65	0.104	0.342	0.497
FBgn0261509	0.709	0.126	0.36	0.541
FBgn0261514	0.504	0.132	0.409	0.259
FBgn0261514	0.503	0.132	0.408	0.258
FBgn0261523	0.432	0.055	0.178	0.918
FBgn0261526	0.196	0.021	0.269	0.413
FBgn0261526	0.479	0.064	0.328	0.384
FBgn0261526	0.208	0.022	0.285	0.437
FBgn0261526	0.505	0.067	0.322	0.405
FBgn0261529	0.409	0.262	0.533	1.647
FBgn0261530	3.122	3.992	3.726	4.586
FBgn0261530	3.115	3.983	3.717	4.576
FBgn0261530	3.117	3.986	3.72	4.579
FBgn0261531	4.162	3.76	8.142	28.672
FBgn0261532	12.986	15.942	12.946	14.233
FBgn0261537	0.418	0.184	0.609	1.127
FBgn0261538	29.481	5.926	5.023	7.71
FBgn0261547	11.755	11.158	12.047	22.547
FBgn0261549	2.36	1.436	1.543	1.378
FBgn0261549	1.812	0.732	0.965	1.028
FBgn0261549	1.79	0.723	0.974	1.015
FBgn0261549	1.121	0.424	0.478	0.682
FBgn0261549	1.869	0.757	1.039	1.051
FBgn0261550	37.759	58.716	23.699	24.646
FBgn0261550	41.97	62.912	29.441	24.802
FBgn0261552	27.1	22.985	19.201	27.018
FBgn0261552	31.793	27.174	22.084	31.378
FBgn0261552	27.731	24.373	22.809	26.303
FBgn0261552	28.611	24.432	19.99	28.29
FBgn0261552	24.139	19.858	17.118	23.548
FBgn0261552	23.298	18.958	16.702	26.367
FBgn0261552	32.986	30.615	24.974	33.141
FBgn0261553	14.02	10.712	10.996	11.956
FBgn0261553	14.009	10.703	10.987	11.946
FBgn0261553	16.776	13.455	13.978	14.406
FBgn0261553	16.098	12.399	12.884	13.623
FBgn0261553	16.017	12.365	12.871	13.629
FBgn0261554	13.614	10.961	7.754	7.94
FBgn0261554	13.588	10.963	7.709	7.868
FBgn0261554	17.938	15.367	11.723	10.673
FBgn0261554	17.252	14.722	11.252	10.24
FBgn0261556	4.903	3.681	2.897	3.449
FBgn0261556	4.971	3.721	2.943	3.485
FBgn0261556	3.78	2.735	2.241	2.687
FBgn0261556	3.612	2.591	2.131	2.583
FBgn0261556	3.824	2.77	2.277	2.729
FBgn0261560	759.34	437.673	411.865	412.988
FBgn0261561	6.511	6.695	7.903	14.037
FBgn0261561	7.773	8.23	9.05	16.064
FBgn0261561	7.461	7.975	8.735	16.219
FBgn0261561	7.167	7.741	8.399	15.524
FBgn0261563	12.869	27.65	11.09	14.801
FBgn0261563	12.906	27.687	11.116	14.831
FBgn0261564	35.024	37.426	38.326	34.17
FBgn0261564	44.023	43.114	47.137	40.648
FBgn0261564	41.989	43.207	45.09	39.067
FBgn0261564	19.174	21.864	19.97	20.6
FBgn0261564	17.662	24.036	19.608	20.363
FBgn0261565	73.022	67.145	81.471	63.824
FBgn0261565	89.66	84.85	103.177	79.164
FBgn0261565	69.64	64.425	78.313	61.197
FBgn0261565	6.993	6.376	8.926	6.092
FBgn0261565	97.585	91.051	112.458	87.743
FBgn0261565	88.579	83.828	101.958	78.209
FBgn0261567	1.004	1.418	0.413	0.8
FBgn0261568	0.243	0.156	0.167	0.324
FBgn0261570	5.627	3.907	4.494	4.824
FBgn0261570	6.457	4.556	5.172	5.715
FBgn0261571	0.192	0.062	0.123	0.256
FBgn0261573	1.794	2.534	1.772	2.026
FBgn0261573	1.834	2.544	1.686	2.047
FBgn0261573	1.771	2.376	1.671	1.87
FBgn0261573	6.508	7.447	5.685	5.364
FBgn0261574	1.404	0.928	1.007	1.031
FBgn0261575	53.467	91.7	150.68	215.702
FBgn0261580	0.232	0.074	0.397	1.154
FBgn0261581	0.23	0.148	0.578	1.273
FBgn0261581	0.301	0.193	1.033	1.901
FBgn0261582	0.311	0.2	0.996	3.79
FBgn0261583	0	0.312	1.001	1.939
FBgn0261584	2.257	2.793	2.337	2.536
FBgn0261584	1.527	2.044	1.562	1.737
FBgn0261587	1.131	0.207	1.108	1.61
FBgn0261588	0.47	0.354	0.533	0.85
FBgn0261592	1676.975	1591.869	1630.871	1678.759
FBgn0261597	3569.739	3353.283	3590.767	3847.263
FBgn0261597	2055.278	1930.135	2065.639	2212.963
FBgn0261599	3407.757	3345.701	3510.005	3344.606
FBgn0261602	2150.871	1861.5	1792.469	1916.699
FBgn0261608	1709.912	1577.564	1534.318	1663.174
FBgn0261611	1.605	1.157	1.101	1.11
FBgn0261611	1.525	1.39	0.921	0.851
FBgn0261611	1.627	1.358	0.977	0.919
FBgn0261612	0.725	0.712	0.559	0.857
FBgn0261614	0.483	0.517	0.994	0.748
FBgn0261616	0.378	0	0.26	0
FBgn0261617	3.274	2.601	2.193	2.47
FBgn0261617	1.816	1.094	0.942	1.243
FBgn0261618	27.352	25.736	28.33	41.659
FBgn0261618	31.375	29.73	32.585	48.079
FBgn0261625	97.804	0.968	10.082	2.887
FBgn0261625	99.907	0.945	10.255	3.055
FBgn0261625	92.159	0.845	7.615	3.465
FBgn0261625	114.054	1.063	11.286	3.118
FBgn0261625	105.827	0.985	8.576	3.787
FBgn0261627	0.331	0.567	0.833	5.352
FBgn0261628	25.068	30.418	37.549	31.934
FBgn0261630	0.319	0.068	0.364	0.353
FBgn0261634	0.178	0.114	0	0.355
FBgn0261635	0	0	0	0
FBgn0261641	8.201	9.364	8.042	7.971
FBgn0261641	7.98	9.112	7.826	7.757
FBgn0261641	4.477	5.394	3.812	4.654
FBgn0261649	0.467	0.204	0.435	0.595
FBgn0261649	0.466	0.203	0.46	0.594
FBgn0261649	0.463	0.202	0.457	0.591
FBgn0261671	7.508	4.955	5.624	4.272
FBgn0261671	7.521	4.956	5.641	4.27
FBgn0261673	24.788	1.403	1.811	3.042
FBgn0261673	22.692	1.339	1.657	2.869
FBgn0261673	18.773	1.173	1.375	2.408
FBgn0261674	23.755	19.863	24.535	19.306
FBgn0261675	0.245	0.045	0.156	0.151
FBgn0261680	1.641	1.885	1.876	2.104
FBgn0261682	0.326	0.07	0.075	0.433
FBgn0261686	1.969	2.007	4.449	14.156
FBgn0261686	1.78	1.95	4.167	13.497
FBgn0261698	0.437	0.164	0.25	0.49
FBgn0261698	0.486	0.147	0.255	0.5
FBgn0261703	9.139	10.7	9.328	10.744
FBgn0261703	8.915	10.445	9.116	10.48
FBgn0261704	54.439	9.96	11.144	14.076
FBgn0261704	55.863	10.232	11.448	14.461
FBgn0261705	0.362	0.257	0.38	0.456
FBgn0261710	6.327	6.267	6.071	6.767
FBgn0261714	1.087	0.41	0.713	0.722
FBgn0261714	1.084	0.43	0.696	0.72
FBgn0261786	3.474	2.714	2.5	2.729
FBgn0261788	4.026	2.939	3.449	3.413
FBgn0261788	4.343	3.138	3.72	3.663
FBgn0261788	4.195	3.066	3.609	3.536
FBgn0261788	4.231	3.063	3.637	3.587
FBgn0261788	23.509	17.169	20.044	18.811
FBgn0261788	3.976	2.884	3.402	3.388
FBgn0261788	6.513	4.733	5.663	5.44
FBgn0261788	9.205	6.824	8.097	7.833
FBgn0261788	4.021	2.927	3.468	3.426
FBgn0261788	4.167	3.046	3.585	3.519
FBgn0261791	28.562	32.091	38.015	35.372
FBgn0261792	14.538	19.904	21.135	21.939
FBgn0261794	17.216	22.118	18.642	18.031
FBgn0261794	17.565	22.793	19.245	18.121
FBgn0261794	17.141	22.08	18.415	17.702
FBgn0261797	7.442	6.206	7.042	7.82
FBgn0261797	7.428	6.198	7.033	7.806
FBgn0261797	7.378	6.197	7.005	7.708
FBgn0261797	7.422	6.229	7.06	7.788
FBgn0261797	7.378	6.159	6.975	7.72
FBgn0261799	0.376	0.036	0.194	0.313
FBgn0261800	14.744	15.418	15.135	12.072
FBgn0261800	15.36	15.966	15.683	12.612
FBgn0261801	0.323	0.044	0.127	0.322
FBgn0261802	4.551	4.031	3.803	3.766
FBgn0261802	4.702	4.303	3.802	3.915
FBgn0261802	4.568	4.176	3.691	3.82
FBgn0261802	4.89	3.802	3.49	3.596
FBgn0261808	85.07	94.653	86.12	131.8
FBgn0261808	60.4	66.4	60.099	92.717
FBgn0261808	77.35	85.502	77.304	118.898
FBgn0261811	6.761	7.174	5.001	6.249
FBgn0261817	0.74	0.119	0	0
FBgn0261822	117.54	103.418	106.676	100.045
FBgn0261822	124.432	109.11	113.134	105.568
FBgn0261822	126.496	111.148	115.449	107.421
FBgn0261822	35.151	30.962	31.889	29.952
FBgn0261823	2.73	2.47	2.22	2.539
FBgn0261823	3.981	3.758	3.438	3.296
FBgn0261830	0.952	0.175	0.093	0.361
FBgn0261832	0.479	0.615	1.151	1.645
FBgn0261832	0.455	0.535	1.04	1.511
FBgn0261836	9.645	5.513	6.237	4.427
FBgn0261836	4.945	2.009	2.995	1.931
FBgn0261836	9.736	5.399	6.171	4.482
FBgn0261836	7.304	3.757	4.472	3.195
FBgn0261836	9.925	5.429	6.173	4.468
FBgn0261836	7.345	3.781	4.499	3.213
FBgn0261836	16.03	10.259	15.222	7.597
FBgn0261837	8.266	8.227	7.132	7.314
FBgn0261838	8.266	8.227	7.132	7.314
FBgn0261850	2.549	4.152	3.355	3.526
FBgn0261854	10.307	11.802	8.16	11.234
FBgn0261854	9.269	10.293	7.409	9.412
FBgn0261854	9.953	11.34	7.858	10.88
FBgn0261854	6.122	6.104	4.517	5.751
FBgn0261860	1.645	2.2	3.479	0.911
FBgn0261862	100.534	110.717	120.71	126.925
FBgn0261862	102.876	114.77	124.219	131.018
FBgn0261862	101.522	112.549	122.515	128.892
FBgn0261871	0.198	0.164	0.194	0.32
FBgn0261872	2.701	2.84	2.14	2.97
FBgn0261873	12.007	14.845	10.108	12.706
FBgn0261873	9.247	11.413	7.702	9.949
FBgn0261873	9.605	12.744	8.833	10.627
FBgn0261873	6.222	7.594	5.116	6.67
FBgn0261873	12.394	15.294	10.336	13.168
FBgn0261873	12.159	15.034	10.236	12.867
FBgn0261873	9.192	11.306	7.683	9.827
FBgn0261873	9.355	11.556	7.816	10.015
FBgn0261881	9.074	13.399	13.694	13.481
FBgn0261885	6.702	5.506	5.84	5.253
FBgn0261885	6.562	5.384	5.71	5.133
FBgn0261885	6.838	5.611	5.96	5.362
FBgn0261885	6.55	5.364	5.698	5.127
FBgn0261925	0.167	0	0.458	0.333
FBgn0261928	2.49	6.086	2.838	3.659
FBgn0261928	2.54	6.206	2.876	3.716
FBgn0261929	0.179	0.011	0.184	0.286
FBgn0261930	0.173	0.056	0.134	0.216
FBgn0261931	1.702	1.499	1.418	1.89
FBgn0261931	1.908	1.899	1.855	2.12
FBgn0261931	2.61	2.31	2.069	2.677
FBgn0261934	3.052	2.837	2.611	2.638
FBgn0261938	4.999	4.085	3.731	5.308
FBgn0261953	0.362	0.023	0.273	0.361
FBgn0261953	0.386	0.038	0.224	0.474
FBgn0261954	2.927	2.855	2.699	2.868
FBgn0261954	2.777	2.631	2.523	2.663
FBgn0261954	2.965	2.875	2.718	2.894
FBgn0261954	3.638	3.869	3.593	3.564
FBgn0261955	299.177	304.569	189.973	148.639
FBgn0261963	2.465	1.662	1.332	0.942
FBgn0261963	2.683	1.694	1.5	0.914
FBgn0261976	33.075	37.867	40.405	25.816
FBgn0261983	14.456	12.306	10.475	11.894
FBgn0261985	20.276	27.412	29.443	34.171
FBgn0261986	11.225	8.303	8.148	8.681
FBgn0261988	13.575	14.243	12.91	12.947
FBgn0261989	200.511	137.574	95.924	97.771
FBgn0261990	74.739	34.294	39.829	59.262
FBgn0261991	0.151	0.193	0.103	0.1
