Gene.ID	Transcript.ID	Affy.ID	Gene.Type
ENSRNOG00000020532	ENSRNOT00000075927		protein_coding
ENSRNOG00000020532	ENSRNOT00000087153		protein_coding
ENSRNOG00000030813	ENSRNOT00000043984		processed_pseudogene
ENSRNOG00000001235	ENSRNOT00000001654	1369278_at	protein_coding
ENSRNOG00000001235	ENSRNOT00000001654	1371798_at	protein_coding
ENSRNOG00000001235	ENSRNOT00000093029		protein_coding
ENSRNOG00000011893	ENSRNOT00000016329	1367606_at	protein_coding
ENSRNOG00000003972	ENSRNOT00000005671	1387449_at	protein_coding
ENSRNOG00000062036	ENSRNOT00000092692		processed_pseudogene
ENSRNOG00000047194	ENSRNOT00000076063	1376411_at	protein_coding
ENSRNOG00000047194	ENSRNOT00000074108	1376411_at	protein_coding
ENSRNOG00000046366	ENSRNOT00000035692	1369810_at	protein_coding
ENSRNOG00000046366	ENSRNOT00000091467	1369810_at	protein_coding
ENSRNOG00000046366	ENSRNOT00000034372	1369810_at	protein_coding
ENSRNOG00000046366	ENSRNOT00000081061	1369810_at	protein_coding
ENSRNOG00000046366	ENSRNOT00000058357		protein_coding
ENSRNOG00000038169	ENSRNOT00000058100		processed_pseudogene
ENSRNOG00000037375	ENSRNOT00000056557		protein_coding
ENSRNOG00000048148	ENSRNOT00000076154	1379782_a_at	lincRNA
ENSRNOG00000048148	ENSRNOT00000076154	1391616_at	lincRNA
ENSRNOG00000048148	ENSRNOT00000076154	1379783_at	lincRNA
ENSRNOG00000048148	ENSRNOT00000071091	1379782_a_at	lincRNA
ENSRNOG00000048148	ENSRNOT00000071091	1391616_at	lincRNA
ENSRNOG00000048148	ENSRNOT00000071091	1379783_at	lincRNA
ENSRNOG00000010598	ENSRNOT00000075975	1370834_at	protein_coding
ENSRNOG00000010598	ENSRNOT00000075975	1395775_at	protein_coding
ENSRNOG00000010598	ENSRNOT00000014078	1370834_at	protein_coding
ENSRNOG00000010598	ENSRNOT00000014078	1395775_at	protein_coding
ENSRNOG00000039966	ENSRNOT00000061411		unprocessed_pseudogene
ENSRNOG00000022607	ENSRNOT00000039583	1384769_a_at	unprocessed_pseudogene
ENSRNOG00000029520	ENSRNOT00000045917	1397704_at	processed_pseudogene
ENSRNOG00000003707	ENSRNOT00000076004		protein_coding
ENSRNOG00000003707	ENSRNOT00000076246	1380517_at	protein_coding
ENSRNOG00000003707	ENSRNOT00000076008	1380517_at	protein_coding
ENSRNOG00000003707	ENSRNOT00000076709	1380517_at	protein_coding
ENSRNOG00000003707	ENSRNOT00000076042	1380517_at	protein_coding
ENSRNOG00000003707	ENSRNOT00000076993	1380517_at	protein_coding
ENSRNOG00000003707	ENSRNOT00000004972		protein_coding
ENSRNOG00000003792	ENSRNOT00000093176		protein_coding
ENSRNOG00000003792	ENSRNOT00000093346		protein_coding
ENSRNOG00000003792	ENSRNOT00000093181	1391474_at	protein_coding
ENSRNOG00000003792	ENSRNOT00000093181	1382634_at	protein_coding
ENSRNOG00000003792	ENSRNOT00000093450		protein_coding
ENSRNOG00000003792	ENSRNOT00000093665		protein_coding
ENSRNOG00000003792	ENSRNOT00000066480	1382634_at	protein_coding
ENSRNOG00000027756	ENSRNOT00000093249	1393025_at	protein_coding
ENSRNOG00000027756	ENSRNOT00000046208		protein_coding
ENSRNOG00000042697	ENSRNOT00000058379		processed_pseudogene
ENSRNOG00000029408	ENSRNOT00000092871	1393645_at	protein_coding
ENSRNOG00000029408	ENSRNOT00000042568	1393645_at	protein_coding
ENSRNOG00000060617	ENSRNOT00000093013		processed_transcript
ENSRNOG00000060617	ENSRNOT00000082648		processed_transcript
ENSRNOG00000053753	ENSRNOT00000085526	1372708_at	processed_transcript
ENSRNOG00000012448	ENSRNOT00000016656	1369143_at	protein_coding
ENSRNOG00000062261	ENSRNOT00000093582	1392791_at	lincRNA
ENSRNOG00000051188	ENSRNOT00000075897		sense_intronic
ENSRNOG00000051045	ENSRNOT00000075984		lincRNA
ENSRNOG00000036711	ENSRNOT00000055013	1370987_at	protein_coding
ENSRNOG00000054468	ENSRNOT00000083418	1395258_at	protein_coding
ENSRNOG00000054468	ENSRNOT00000091204	1395258_at	protein_coding
ENSRNOG00000054468	ENSRNOT00000091204	1393062_at	protein_coding
ENSRNOG00000007581	ENSRNOT00000092527		protein_coding
ENSRNOG00000007581	ENSRNOT00000092434		protein_coding
ENSRNOG00000007581	ENSRNOT00000010207		protein_coding
ENSRNOG00000013877	ENSRNOT00000076227		protein_coding
ENSRNOG00000013877	ENSRNOT00000018639	1376738_at	protein_coding
ENSRNOG00000013877	ENSRNOT00000078707	1376738_at	protein_coding
ENSRNOG00000013877	ENSRNOT00000073355		protein_coding
ENSRNOG00000033251	ENSRNOT00000050454	1386478_at	transcribed_processed_pseudogene
ENSRNOG00000033251	ENSRNOT00000050454	1395621_at	transcribed_processed_pseudogene
ENSRNOG00000033251	ENSRNOT00000050454	1379456_at	transcribed_processed_pseudogene
ENSRNOG00000033251	ENSRNOT00000076518	1386478_at	transcribed_processed_pseudogene
ENSRNOG00000033251	ENSRNOT00000076657	1386478_at	transcribed_processed_pseudogene
ENSRNOG00000033251	ENSRNOT00000076657	1395621_at	transcribed_processed_pseudogene
ENSRNOG00000033251	ENSRNOT00000076657	1379456_at	transcribed_processed_pseudogene
ENSRNOG00000057125	ENSRNOT00000083223	1370217_at	protein_coding
ENSRNOG00000057125	ENSRNOT00000083223	1370216_at	protein_coding
ENSRNOG00000057125	ENSRNOT00000090080	1370217_at	protein_coding
ENSRNOG00000057125	ENSRNOT00000090080	1370216_at	protein_coding
ENSRNOG00000057125	ENSRNOT00000085946	1370216_at	protein_coding
ENSRNOG00000057125	ENSRNOT00000089417	1370217_at	protein_coding
ENSRNOG00000057125	ENSRNOT00000089417	1370216_at	protein_coding
ENSRNOG00000057125	ENSRNOT00000088130		protein_coding
ENSRNOG00000057125	ENSRNOT00000085380	1370217_at	protein_coding
ENSRNOG00000057125	ENSRNOT00000085380	1370216_at	protein_coding
ENSRNOG00000057125	ENSRNOT00000085635	1370217_at	protein_coding
ENSRNOG00000057125	ENSRNOT00000085635	1370216_at	protein_coding
ENSRNOG00000015333	ENSRNOT00000020553	1373822_at	processed_pseudogene
ENSRNOG00000051132	ENSRNOT00000073146	1395621_at	processed_pseudogene
ENSRNOG00000051132	ENSRNOT00000073146	1379456_at	processed_pseudogene
ENSRNOG00000025087	ENSRNOT00000091540		protein_coding
ENSRNOG00000025087	ENSRNOT00000013122		protein_coding
ENSRNOG00000045553	ENSRNOT00000073933		protein_coding
ENSRNOG00000045553	ENSRNOT00000092710		protein_coding
ENSRNOG00000061993	ENSRNOT00000092575		processed_pseudogene
ENSRNOG00000015419	ENSRNOT00000092704		protein_coding
ENSRNOG00000015419	ENSRNOT00000020675		protein_coding
ENSRNOG00000023473	ENSRNOT00000093064	1373485_at	protein_coding
ENSRNOG00000023473	ENSRNOT00000092893	1373485_at	protein_coding
ENSRNOG00000023473	ENSRNOT00000031701	1373485_at	protein_coding
ENSRNOG00000009563	ENSRNOT00000082863		protein_coding
ENSRNOG00000014427	ENSRNOT00000019458	1369405_a_at	protein_coding
ENSRNOG00000007051	ENSRNOT00000009225	1367736_at	protein_coding
ENSRNOG00000014441	ENSRNOT00000019477		protein_coding
ENSRNOG00000062133	ENSRNOT00000092900		processed_pseudogene
ENSRNOG00000061952	ENSRNOT00000092398		unprocessed_pseudogene
ENSRNOG00000011202	ENSRNOT00000009041	1369252_a_at	protein_coding
ENSRNOG00000011202	ENSRNOT00000084339	1391490_at	protein_coding
ENSRNOG00000011202	ENSRNOT00000084339	1369252_a_at	protein_coding
ENSRNOG00000062267	ENSRNOT00000093510		processed_pseudogene
ENSRNOG00000053703	ENSRNOT00000089765	1371757_s_at	protein_coding
ENSRNOG00000053703	ENSRNOT00000089765	1371756_at	protein_coding
ENSRNOG00000003042	ENSRNOT00000076900		processed_transcript
ENSRNOG00000003042	ENSRNOT00000075969	1389472_at	processed_transcript
ENSRNOG00000003042	ENSRNOT00000076939		processed_transcript
ENSRNOG00000003042	ENSRNOT00000063902	1389472_at	processed_transcript
ENSRNOG00000062068	ENSRNOT00000092607		lincRNA
ENSRNOG00000062255	ENSRNOT00000093634		processed_pseudogene
ENSRNOG00000002680	ENSRNOT00000003605		protein_coding
ENSRNOG00000002680	ENSRNOT00000092288	1370993_at	protein_coding
ENSRNOG00000002680	ENSRNOT00000092521		protein_coding
ENSRNOG00000043203	ENSRNOT00000088923		protein_coding
ENSRNOG00000043203	ENSRNOT00000012640	1393525_at	protein_coding
ENSRNOG00000062160	ENSRNOT00000092834	1398623_at	lincRNA
ENSRNOG00000027960	ENSRNOT00000039048		unprocessed_pseudogene
ENSRNOG00000047261	ENSRNOT00000076085		protein_coding
ENSRNOG00000047261	ENSRNOT00000076129		protein_coding
ENSRNOG00000047261	ENSRNOT00000076222		protein_coding
ENSRNOG00000047261	ENSRNOT00000071364		protein_coding
ENSRNOG00000033316	ENSRNOT00000076453		protein_coding
ENSRNOG00000033316	ENSRNOT00000076479	1372652_at	protein_coding
ENSRNOG00000033316	ENSRNOT00000048521	1372652_at	protein_coding
ENSRNOG00000048197	ENSRNOT00000071318		protein_coding
ENSRNOG00000053200	ENSRNOT00000093635	1384677_at	processed_transcript
ENSRNOG00000053200	ENSRNOT00000093635	1385143_at	processed_transcript
ENSRNOG00000053200	ENSRNOT00000093299	1384677_at	processed_transcript
ENSRNOG00000053200	ENSRNOT00000093177	1384677_at	processed_transcript
ENSRNOG00000053200	ENSRNOT00000091881	1384677_at	processed_transcript
ENSRNOG00000053200	ENSRNOT00000091881	1385143_at	processed_transcript
ENSRNOG00000053200	ENSRNOT00000088747	1384677_at	processed_transcript
ENSRNOG00000053200	ENSRNOT00000088747	1385143_at	processed_transcript
ENSRNOG00000053200	ENSRNOT00000083988	1384677_at	processed_transcript
ENSRNOG00000053200	ENSRNOT00000077652	1384677_at	processed_transcript
ENSRNOG00000053200	ENSRNOT00000077652	1385143_at	processed_transcript
ENSRNOG00000053200	ENSRNOT00000081067	1384677_at	processed_transcript
ENSRNOG00000053200	ENSRNOT00000092056	1384677_at	processed_transcript
ENSRNOG00000009134	ENSRNOT00000076305		protein_coding
ENSRNOG00000009134	ENSRNOT00000055658	1374146_at	protein_coding
ENSRNOG00000009134	ENSRNOT00000012193	1374146_at	protein_coding
ENSRNOG00000009134	ENSRNOT00000083678	1374146_at	protein_coding
ENSRNOG00000062131	ENSRNOT00000092765		processed_pseudogene
ENSRNOG00000062031	ENSRNOT00000092473		processed_pseudogene
ENSRNOG00000017235	ENSRNOT00000023606	1388365_at	protein_coding
ENSRNOG00000017235	ENSRNOT00000092910		protein_coding
ENSRNOG00000017235	ENSRNOT00000092990		protein_coding
ENSRNOG00000012664	ENSRNOT00000092958	1376001_at	protein_coding
ENSRNOG00000012664	ENSRNOT00000029704	1376001_at	protein_coding
ENSRNOG00000012664	ENSRNOT00000092827	1376001_at	protein_coding
ENSRNOG00000012664	ENSRNOT00000093042		protein_coding
ENSRNOG00000012664	ENSRNOT00000092796		protein_coding
ENSRNOG00000029340	ENSRNOT00000081234		protein_coding
ENSRNOG00000029340	ENSRNOT00000085662		protein_coding
ENSRNOG00000029340	ENSRNOT00000041348		protein_coding
ENSRNOG00000051254	ENSRNOT00000076116		antisense_RNA
ENSRNOG00000051027	ENSRNOT00000076347		lincRNA
ENSRNOG00000048841	ENSRNOT00000086942	1376373_at	protein_coding
ENSRNOG00000048841	ENSRNOT00000089586		protein_coding
ENSRNOG00000048841	ENSRNOT00000029409	1376373_at	protein_coding
ENSRNOG00000010783	ENSRNOT00000015297	1377656_at	protein_coding
ENSRNOG00000010783	ENSRNOT00000015297	1395152_at	protein_coding
ENSRNOG00000010783	ENSRNOT00000092941	1377656_at	protein_coding
ENSRNOG00000010783	ENSRNOT00000092941	1395152_at	protein_coding
ENSRNOG00000010783	ENSRNOT00000092831		protein_coding
ENSRNOG00000051206	ENSRNOT00000077042		processed_pseudogene
ENSRNOG00000010906	ENSRNOT00000014865	1369983_at	protein_coding
ENSRNOG00000051315	ENSRNOT00000075921		processed_pseudogene
ENSRNOG00000050211	ENSRNOT00000071777		processed_pseudogene
ENSRNOG00000005371	ENSRNOT00000007160	1396886_at	protein_coding
ENSRNOG00000005371	ENSRNOT00000084903		protein_coding
ENSRNOG00000033403	ENSRNOT00000029461		protein_coding
ENSRNOG00000051172	ENSRNOT00000076076		processed_pseudogene
ENSRNOG00000029126	ENSRNOT00000040600	1373827_at	protein_coding
ENSRNOG00000032708	ENSRNOT00000082136		protein_coding
ENSRNOG00000032708	ENSRNOT00000000525	1371033_at	protein_coding
ENSRNOG00000032708	ENSRNOT00000083231		protein_coding
ENSRNOG00000032708	ENSRNOT00000086283	1371033_at	protein_coding
ENSRNOG00000032708	ENSRNOT00000079126		protein_coding
ENSRNOG00000032708	ENSRNOT00000084246	1371033_at	protein_coding
ENSRNOG00000039744	ENSRNOT00000041151		protein_coding
ENSRNOG00000039744	ENSRNOT00000064734		protein_coding
ENSRNOG00000039744	ENSRNOT00000082497	1371209_at	protein_coding
ENSRNOG00000039744	ENSRNOT00000082497	1388255_x_at	protein_coding
ENSRNOG00000039744	ENSRNOT00000047779		protein_coding
ENSRNOG00000058987	ENSRNOT00000082491		lincRNA
ENSRNOG00000060137	ENSRNOT00000079982	1369551_at	protein_coding
ENSRNOG00000060137	ENSRNOT00000079982	1379421_at	protein_coding
ENSRNOG00000060137	ENSRNOT00000090731	1369551_at	protein_coding
ENSRNOG00000060137	ENSRNOT00000077508	1369551_at	protein_coding
ENSRNOG00000060137	ENSRNOT00000086412	1396295_at	protein_coding
ENSRNOG00000000838	ENSRNOT00000088936		protein_coding
ENSRNOG00000000838	ENSRNOT00000001111	1368722_at	protein_coding
ENSRNOG00000062242	ENSRNOT00000093231		processed_pseudogene
ENSRNOG00000027238	ENSRNOT00000000199	1384995_at	protein_coding
ENSRNOG00000000867	ENSRNOT00000081628		protein_coding
ENSRNOG00000000867	ENSRNOT00000087861	1372578_at	protein_coding
ENSRNOG00000000867	ENSRNOT00000087594	1372578_at	protein_coding
ENSRNOG00000000867	ENSRNOT00000001160	1372578_at	protein_coding
ENSRNOG00000062159	ENSRNOT00000092812	1388279_at	unprocessed_pseudogene
ENSRNOG00000029478	ENSRNOT00000093687		protein_coding
ENSRNOG00000029478	ENSRNOT00000007548		protein_coding
ENSRNOG00000026497	ENSRNOT00000077069	1373664_at	protein_coding
ENSRNOG00000026497	ENSRNOT00000035558	1373664_at	protein_coding
ENSRNOG00000026497	ENSRNOT00000076417	1373664_at	protein_coding
ENSRNOG00000047940	ENSRNOT00000013836		protein_coding
ENSRNOG00000061216	ENSRNOT00000079854	1370290_at	protein_coding
ENSRNOG00000061216	ENSRNOT00000079854	1387892_at	protein_coding
ENSRNOG00000061216	ENSRNOT00000084917	1387892_at	protein_coding
ENSRNOG00000029450	ENSRNOT00000076800		processed_transcript
ENSRNOG00000029450	ENSRNOT00000076127	1376504_at	processed_transcript
ENSRNOG00000029450	ENSRNOT00000076380	1376504_at	processed_transcript
ENSRNOG00000029450	ENSRNOT00000015578	1376504_at	processed_transcript
ENSRNOG00000029450	ENSRNOT00000087578		processed_transcript
ENSRNOG00000011300	ENSRNOT00000092846		protein_coding
ENSRNOG00000011300	ENSRNOT00000093089		protein_coding
ENSRNOG00000011300	ENSRNOT00000092814	1370538_at	protein_coding
ENSRNOG00000011300	ENSRNOT00000015363	1370538_at	protein_coding
ENSRNOG00000005624	ENSRNOT00000076175		protein_coding
ENSRNOG00000005624	ENSRNOT00000076613		protein_coding
ENSRNOG00000005624	ENSRNOT00000076765		protein_coding
ENSRNOG00000005624	ENSRNOT00000075866		protein_coding
ENSRNOG00000005624	ENSRNOT00000076974		protein_coding
ENSRNOG00000005624	ENSRNOT00000065194		protein_coding
ENSRNOG00000002791	ENSRNOT00000003768	1387611_at	protein_coding
ENSRNOG00000002791	ENSRNOT00000092763		protein_coding
ENSRNOG00000022358	ENSRNOT00000045197		unprocessed_pseudogene
ENSRNOG00000051115	ENSRNOT00000071422		protein_coding
ENSRNOG00000014909	ENSRNOT00000076031		protein_coding
ENSRNOG00000014909	ENSRNOT00000076439	1380338_at	protein_coding
ENSRNOG00000014909	ENSRNOT00000020069	1380338_at	protein_coding
ENSRNOG00000062250	ENSRNOT00000093161		lincRNA
ENSRNOG00000027091	ENSRNOT00000092822		protein_coding
ENSRNOG00000027091	ENSRNOT00000092859		protein_coding
ENSRNOG00000027091	ENSRNOT00000092797		protein_coding
ENSRNOG00000027091	ENSRNOT00000093113		protein_coding
ENSRNOG00000027091	ENSRNOT00000092764		protein_coding
ENSRNOG00000027091	ENSRNOT00000029879		protein_coding
ENSRNOG00000030252	ENSRNOT00000041862		processed_pseudogene
ENSRNOG00000025140	ENSRNOT00000068291	1379877_at	protein_coding
ENSRNOG00000025140	ENSRNOT00000093145	1379877_at	protein_coding
ENSRNOG00000025140	ENSRNOT00000093363		protein_coding
ENSRNOG00000025140	ENSRNOT00000093541		protein_coding
ENSRNOG00000000878	ENSRNOT00000001174	1376117_at	protein_coding
ENSRNOG00000048914	ENSRNOT00000092980	1381441_at	protein_coding
ENSRNOG00000048914	ENSRNOT00000092918		protein_coding
ENSRNOG00000048914	ENSRNOT00000072400	1381441_at	protein_coding
ENSRNOG00000030508	ENSRNOT00000049508		protein_coding
ENSRNOG00000051241	ENSRNOT00000076267	1374806_at	processed_pseudogene
ENSRNOG00000051209	ENSRNOT00000076071		processed_pseudogene
ENSRNOG00000061987	ENSRNOT00000092427		processed_pseudogene
ENSRNOG00000014598	ENSRNOT00000019563	1390448_at	protein_coding
ENSRNOG00000014598	ENSRNOT00000019563	1377474_at	protein_coding
ENSRNOG00000014598	ENSRNOT00000019563	1393077_at	protein_coding
ENSRNOG00000005343	ENSRNOT00000042682	1369760_a_at	protein_coding
ENSRNOG00000005343	ENSRNOT00000043602	1369760_a_at	protein_coding
ENSRNOG00000005343	ENSRNOT00000041872	1369760_a_at	protein_coding
ENSRNOG00000005343	ENSRNOT00000007109	1369760_a_at	protein_coding
ENSRNOG00000057689	ENSRNOT00000084857		sense_intronic
ENSRNOG00000011907	ENSRNOT00000016657	1384064_at	protein_coding
ENSRNOG00000032307	ENSRNOT00000043890	1385481_at	protein_coding
ENSRNOG00000036871	ENSRNOT00000012845		protein_coding
ENSRNOG00000036871	ENSRNOT00000093507		protein_coding
ENSRNOG00000036871	ENSRNOT00000068748		protein_coding
ENSRNOG00000045721	ENSRNOT00000089613		protein_coding
ENSRNOG00000045721	ENSRNOT00000092638		protein_coding
ENSRNOG00000045721	ENSRNOT00000074800		protein_coding
ENSRNOG00000062233	ENSRNOT00000093503		processed_pseudogene
ENSRNOG00000062177	ENSRNOT00000093622		lincRNA
ENSRNOG00000012513	ENSRNOT00000076652	1372229_at	protein_coding
ENSRNOG00000012513	ENSRNOT00000076652	1384315_at	protein_coding
ENSRNOG00000012513	ENSRNOT00000017370	1372229_at	protein_coding
ENSRNOG00000012513	ENSRNOT00000017370	1384315_at	protein_coding
ENSRNOG00000062008	ENSRNOT00000092559		TEC
ENSRNOG00000061986	ENSRNOT00000092621		TEC
ENSRNOG00000031344	ENSRNOT00000049192	1393646_at	processed_pseudogene
ENSRNOG00000014339	ENSRNOT00000059724	1384253_at	protein_coding
ENSRNOG00000062198	ENSRNOT00000093585		lincRNA
ENSRNOG00000011628	ENSRNOT00000015740		protein_coding
ENSRNOG00000062218	ENSRNOT00000093149		lincRNA
ENSRNOG00000022247	ENSRNOT00000060012	1371546_at	protein_coding
ENSRNOG00000012358	ENSRNOT00000077055		protein_coding
ENSRNOG00000012358	ENSRNOT00000016669	1370700_at	protein_coding
ENSRNOG00000051056	ENSRNOT00000076105	1384543_at	protein_coding
ENSRNOG00000024280	ENSRNOT00000093108		protein_coding
ENSRNOG00000024280	ENSRNOT00000035962		protein_coding
ENSRNOG00000028089	ENSRNOT00000036906		protein_coding
ENSRNOG00000030630	ENSRNOT00000081456	1388716_at	protein_coding
ENSRNOG00000030630	ENSRNOT00000085701	1388716_at	protein_coding
ENSRNOG00000030630	ENSRNOT00000090125	1388716_at	protein_coding
ENSRNOG00000030630	ENSRNOT00000047370	1388716_at	protein_coding
ENSRNOG00000026836	ENSRNOT00000036834		processed_pseudogene
ENSRNOG00000010889	ENSRNOT00000052051	1379332_at	protein_coding
ENSRNOG00000010889	ENSRNOT00000052051	1386794_at	protein_coding
ENSRNOG00000010889	ENSRNOT00000015279	1379332_at	protein_coding
ENSRNOG00000010889	ENSRNOT00000015279	1386794_at	protein_coding
ENSRNOG00000010889	ENSRNOT00000076609		protein_coding
ENSRNOG00000010889	ENSRNOT00000081678	1379332_at	protein_coding
ENSRNOG00000010889	ENSRNOT00000081678	1386794_at	protein_coding
ENSRNOG00000000786	ENSRNOT00000001024	1372845_at	protein_coding
ENSRNOG00000000786	ENSRNOT00000083622	1372845_at	protein_coding
ENSRNOG00000000786	ENSRNOT00000081091	1372845_at	protein_coding
ENSRNOG00000000786	ENSRNOT00000081695	1372845_at	protein_coding
ENSRNOG00000000786	ENSRNOT00000091967	1372845_at	protein_coding
ENSRNOG00000000786	ENSRNOT00000081304	1372845_at	protein_coding
ENSRNOG00000000786	ENSRNOT00000085221	1372845_at	protein_coding
ENSRNOG00000000786	ENSRNOT00000078880	1372845_at	protein_coding
ENSRNOG00000009709	ENSRNOT00000076883		protein_coding
ENSRNOG00000009709	ENSRNOT00000012874		protein_coding
ENSRNOG00000000816	ENSRNOT00000082999	1373262_at	protein_coding
ENSRNOG00000000816	ENSRNOT00000085259		protein_coding
ENSRNOG00000000816	ENSRNOT00000001084	1373262_at	protein_coding
ENSRNOG00000037552	ENSRNOT00000092563		protein_coding
ENSRNOG00000037552	ENSRNOT00000056898		protein_coding
ENSRNOG00000013844	ENSRNOT00000093548		protein_coding
ENSRNOG00000013844	ENSRNOT00000093741		protein_coding
ENSRNOG00000013844	ENSRNOT00000093155		protein_coding
ENSRNOG00000013844	ENSRNOT00000093535		protein_coding
ENSRNOG00000013844	ENSRNOT00000041541	1375176_at	protein_coding
ENSRNOG00000062010	ENSRNOT00000092623		processed_transcript
ENSRNOG00000062010	ENSRNOT00000092461		processed_transcript
ENSRNOG00000062285	ENSRNOT00000093516		protein_coding
ENSRNOG00000061936	ENSRNOT00000092266		processed_pseudogene
ENSRNOG00000026917	ENSRNOT00000036680	1371327_a_at	processed_pseudogene
ENSRNOG00000045658	ENSRNOT00000072901		processed_pseudogene
ENSRNOG00000050443	ENSRNOT00000068508		protein_coding
ENSRNOG00000050443	ENSRNOT00000000996		protein_coding
ENSRNOG00000048874	ENSRNOT00000073228	1387203_at	protein_coding
ENSRNOG00000048874	ENSRNOT00000076268	1387203_at	protein_coding
ENSRNOG00000020178	ENSRNOT00000092425	1371802_at	protein_coding
ENSRNOG00000020178	ENSRNOT00000027381	1371802_at	protein_coding
ENSRNOG00000020178	ENSRNOT00000092381	1371802_at	protein_coding
ENSRNOG00000020178	ENSRNOT00000092706	1371802_at	protein_coding
ENSRNOG00000020178	ENSRNOT00000092420		protein_coding
ENSRNOG00000020178	ENSRNOT00000092367		protein_coding
ENSRNOG00000043105	ENSRNOT00000065926	1373440_at	protein_coding
ENSRNOG00000043105	ENSRNOT00000065926	1373194_at	protein_coding
ENSRNOG00000000925	ENSRNOT00000001228	1375964_at	protein_coding
ENSRNOG00000000925	ENSRNOT00000093331	1375964_at	protein_coding
ENSRNOG00000000767	ENSRNOT00000000994		unprocessed_pseudogene
ENSRNOG00000051145	ENSRNOT00000076869		processed_pseudogene
ENSRNOG00000048053	ENSRNOT00000072207		transcribed_processed_pseudogene
ENSRNOG00000048053	ENSRNOT00000075851		transcribed_processed_pseudogene
ENSRNOG00000019700	ENSRNOT00000026666		protein_coding
ENSRNOG00000019700	ENSRNOT00000092690		protein_coding
ENSRNOG00000000923	ENSRNOT00000001227	1398960_at	protein_coding
ENSRNOG00000000923	ENSRNOT00000093152		protein_coding
ENSRNOG00000000923	ENSRNOT00000093591		protein_coding
ENSRNOG00000018766	ENSRNOT00000025651	1376681_at	protein_coding
ENSRNOG00000018766	ENSRNOT00000076100		protein_coding
ENSRNOG00000057702	ENSRNOT00000080693	1369515_s_at	protein_coding
ENSRNOG00000057702	ENSRNOT00000080693	1388065_at	protein_coding
ENSRNOG00000057702	ENSRNOT00000093009	1369514_at	protein_coding
ENSRNOG00000057702	ENSRNOT00000093009	1369515_s_at	protein_coding
ENSRNOG00000057702	ENSRNOT00000093009	1388065_at	protein_coding
ENSRNOG00000057702	ENSRNOT00000092753		protein_coding
ENSRNOG00000023387	ENSRNOT00000076091	1370006_at	protein_coding
ENSRNOG00000023387	ENSRNOT00000028988	1370006_at	protein_coding
ENSRNOG00000023387	ENSRNOT00000076399	1370006_at	protein_coding
ENSRNOG00000038200	ENSRNOT00000064901		protein_coding
ENSRNOG00000038200	ENSRNOT00000076159		protein_coding
ENSRNOG00000038200	ENSRNOT00000058160	1382747_at	protein_coding
ENSRNOG00000061146	ENSRNOT00000078074	1374857_at	protein_coding
ENSRNOG00000061146	ENSRNOT00000093472	1374857_at	protein_coding
ENSRNOG00000002890	ENSRNOT00000003857		protein_coding
ENSRNOG00000038786	ENSRNOT00000075844		antisense_RNA
ENSRNOG00000038786	ENSRNOT00000059261		antisense_RNA
ENSRNOG00000007851	ENSRNOT00000010753	1368508_at	protein_coding
ENSRNOG00000007851	ENSRNOT00000010753	1368507_at	protein_coding
ENSRNOG00000007851	ENSRNOT00000075868		protein_coding
ENSRNOG00000007607	ENSRNOT00000078663		protein_coding
ENSRNOG00000007607	ENSRNOT00000010171	1386935_at	protein_coding
ENSRNOG00000019883	ENSRNOT00000093347	1378380_at	protein_coding
ENSRNOG00000019883	ENSRNOT00000093747		protein_coding
ENSRNOG00000019883	ENSRNOT00000093158	1378380_at	protein_coding
ENSRNOG00000019883	ENSRNOT00000026966	1378380_at	protein_coding
ENSRNOG00000062030	ENSRNOT00000092417	1377506_at	protein_coding
ENSRNOG00000043199	ENSRNOT00000076504		processed_transcript
ENSRNOG00000043199	ENSRNOT00000066167		processed_transcript
ENSRNOG00000020142	ENSRNOT00000027275	1377506_at	protein_coding
ENSRNOG00000053562	ENSRNOT00000091240	1390045_at	protein_coding
ENSRNOG00000053562	ENSRNOT00000089828	1376748_at	protein_coding
ENSRNOG00000053562	ENSRNOT00000083362	1376748_at	protein_coding
ENSRNOG00000053562	ENSRNOT00000083362	1390045_at	protein_coding
ENSRNOG00000003041	ENSRNOT00000004058	1374639_at	protein_coding
ENSRNOG00000003041	ENSRNOT00000092241		protein_coding
ENSRNOG00000003041	ENSRNOT00000052412		protein_coding
ENSRNOG00000007092	ENSRNOT00000040708	1370511_at	protein_coding
ENSRNOG00000007092	ENSRNOT00000009813	1370511_at	protein_coding
ENSRNOG00000007092	ENSRNOT00000091155		protein_coding
ENSRNOG00000007092	ENSRNOT00000077663		protein_coding
ENSRNOG00000002800	ENSRNOT00000003772	1383546_at	protein_coding
ENSRNOG00000002800	ENSRNOT00000076018		protein_coding
ENSRNOG00000002800	ENSRNOT00000076496		protein_coding
ENSRNOG00000002800	ENSRNOT00000076302		protein_coding
ENSRNOG00000052171	ENSRNOT00000079301		snRNA
ENSRNOG00000054664	ENSRNOT00000089768		snoRNA
ENSRNOG00000040372	ENSRNOT00000062125		miRNA
ENSRNOG00000057039	ENSRNOT00000078963		protein_coding
ENSRNOG00000054789	ENSRNOT00000087705		snoRNA
ENSRNOG00000019407	ENSRNOT00000026336	1389764_at	protein_coding
ENSRNOG00000001680	ENSRNOT00000002285	1386074_at	protein_coding
ENSRNOG00000001680	ENSRNOT00000002285	1392743_at	protein_coding
